"Drug","11-04-2022"
"ivermectin",376
"fentanyl",151
"remdesivir",123
"hydroxychloroquine",69
"chlorhexidine",19
"midazolam",18
"ibuprofen",16
"quercetin",15
"sofosbuvir",12
"ritonavir",11
"chloroquine",10
"ketamine",9
"thalidomide",9
"nigericin",8
"niacin",7
"amoxicillin",6
"glyphosate",6
"acetaminophen",5
"cyanocobalamin",5
"folic",5
"potassium",5
"pyridoxine",5
"leronlimab",4
"prednisone",4
"budesonide",3
"codeine",3
"cysteine",3
"dopamine",3
"epinephrine",3
"gabapentin",3
"montelukast",3
"quinine",3
"azithromycin",2
"beta carotene",2
"clemastine",2
"clopidogrel",2
"curcumin",2
"doxycycline",2
"famotidine",2
"glutathione",2
"hydralazine",2
"methotrexate",2
"omeprazole",2
"progesterone",2
"rutin",2
"actemra",1
"aldosterone",1
"alprazolam",1
"amitriptyline",1
"aniline",1
"artemisinin",1
"aviptadil",1
"azelastine",1
"benzodiazepine",1
"benzonatate",1
"buprenorphine",1
"cadmium",1
"ceftriaxone",1
"cetirizine",1
"cetylpyridinium",1
"choline",1
"cinnamaldehyde",1
"colchicine",1
"crocin",1
"cystine",1
"darapladib",1
"dextromethorphan",1
"dutasteride",1
"fenofibrate",1
"flumatinib",1
"fluvoxamine",1
"forskolin",1
"hyaluronic",1
"imatinib",1
"indole",1
"inulin",1
"iodide",1
"ketotifen",1
"lidocaine",1
"liquiritigenin",1
"lopinavir",1
"losartan",1
"mefloquine",1
"mt-21",1
"naltrexone",1
"naproxen",1
"penicillin",1
"piracetam",1
"potassium iodide",1
"probenecid",1
"proline",1
"resveratrol",1
"retinol",1
"rhein",1
"rivaroxaban",1
"s-23",1
"sildenafil",1
"sulfanilamide",1
"tadalafil",1
"talopram",1
"tramadol",1
"trazodone",1
"trehalose",1
"tryptophan",1
"voclosporin",1
