"Drug","08-10-2020"
"hydroxychloroquine",8454
"remdesivir",1676
"ivermectin",616
"chloroquine",300
"favipiravir",88
"dexamethasone",70
"prednisone",58
"chlorine dioxide",53
"doxycycline",41
"fentanyl",40
"biotin",34
"naloxone",28
"quercetin",23
"aviptadil",21
"oseltamivir",16
"budesonide",15
"ibuprofen",15
"quinine",11
"metformin",10
"penicillin",10
"acetaminophen",9
"activated charcoal",9
"bradykinin",9
"ketamine",9
"s-23",9
"cannabidiol",8
"colchicine",8
"talopram",8
"angiotensin ii",7
"formaldehyde",7
"ifenprodil",7
"ritonavir",7
"clozapine",6
"codeine",6
"vincristine",6
"apilimod",5
"bucillamine",5
"disulfiram",5
"methadone",5
"ornithine",5
"risdiplam",5
"ticagrelor",5
"amoxicillin",4
"aspartame",4
"camostat",4
"dopamine",4
"famotidine",4
"lopinavir",4
"methylprednisolone",4
"selinexor",4
"sodium fluoride",4
"urea",4
"artemisinin",3
"berberine",3
"bromhexine",3
"buprenorphine",3
"darunavir",3
"erythromycin",3
"fructose",3
"glutathione",3
"niclosamide",3
"potassium",3
"thalidomide",3
"tramadol",3
"albendazole",2
"ambroxol",2
"astaxanthin",2
"baricitinib",2
"cafedrine",2
"chlorhexidine",2
"clonazepam",2
"creatinine",2
"daclatasvir",2
"daptomycin",2
"degarelix",2
"duvelisib",2
"epigallocatechin",2
"fluorescein",2
"galidesivir",2
"glyphosate",2
"goserelin",2
"leuprolide",2
"losartan",2
"luteolin",2
"merimepodib",2
"methionine",2
"methotrexate",2
"montelukast",2
"nafarelin",2
"nifurtimox",2
"oleandrin",2
"oxycodone",2
"progesterone",2
"prostaglandin d2",2
"pyrithione",2
"ramatroban",2
"resveratrol",2
"sofosbuvir",2
"spironolactone",2
"vanadium",2
"vs-5584",2
"abiraterone",1
"adenosine",1
"allantoin",1
"amantadine",1
"amiodarone",1
"amy-101",1
"antimony",1
"argatroban",1
"atorvastatin",1
"baclofen",1
"bivalirudin",1
"calcium sulfate",1
"camphor",1
"capsaicin",1
"cladribine",1
"cyproterone",1
"dabrafenib",1
"desonide",1
"diosmin",1
"dipyridamole",1
"doxorubicin",1
"dutasteride",1
"epinephrine",1
"finasteride",1
"flaviolin",1
"fluticasone",1
"glycine",1
"hesperidin",1
"hydroquinone",1
"icatibant",1
"indomethacin",1
"kava",1
"ketoconazole",1
"levodopa",1
"manganese",1
"megestrol",1
"megestrol acetate",1
"methylcobalamin",1
"mmda",1
"neodymium",1
"niacin",1
"nifedipine",1
"niobium",1
"nomegestrol",1
"norepinephrine",1
"oliceridine",1
"olmesartan",1
"omeprazole",1
"paclitaxel",1
"pentoxifylline",1
"phosphorus",1
"prazosin",1
"pyronaridine",1
"rimantadine",1
"rutin",1
"ruxolitinib",1
"simeprevir",1
"simvastatin",1
"thiamine",1
"thymol",1
"titanium dioxide",1
"toluene",1
"trametinib",1
"troriluzole",1
"vardenafil",1
"venlafaxine",1
