"Drug","04-20-2021"
"remdesivir",11814
"ivermectin",2888
"dexamethasone",2463
"hydroxychloroquine",518
"favipiravir",403
"budesonide",278
"actemra",261
"fluvoxamine",212
"fentanyl",185
"leronlimab",175
"quercetin",141
"colchicine",107
"azithromycin",98
"nitazoxanide",93
"doxycycline",74
"penicillin",29
"ibuprofen",28
"chloroquine",27
"niacin",24
"camphor",21
"fluoxetine",16
"sarilumab",16
"baricitinib",15
"camostat",14
"levodopa",14
"acetaminophen",13
"estradiol",13
"arginine",12
"thalidomide",11
"aviptadil",10
"ciclesonide",10
"nafamostat",10
"epicatechin",8
"hydroquinone",8
"s-23",8
"mefloquine",7
"prednisone",7
"calcifediol",6
"fostamatinib",6
"apabetalone",5
"curcumin",5
"glutathione",5
"glycine",5
"potassium",5
"prednisolone",5
"rapamycin",5
"bafetinib",4
"bromhexine",4
"celastrol",4
"codeine",4
"crocin",4
"cyproheptadine",4
"dopamine",4
"lopinavir",4
"methylprednisolone",4
"niclosamide",4
"plitidepsin",4
"tryptophan",4
"urea",4
"amoxicillin",3
"apixaban",3
"clozapine",3
"cyclosporine",3
"fexofenadine",3
"formaldehyde",3
"isoquercetin",3
"ketamine",3
"l-glutamine",3
"lansoprazole",3
"metformin",3
"midazolam",3
"naproxen",3
"oseltamivir",3
"propofol",3
"quinine",3
"ruxolitinib",3
"amantadine",2
"atropine",2
"bleomycin",2
"brazilin",2
"bucillamine",2
"celecoxib",2
"chlorine dioxide",2
"clarithromycin",2
"clonazepam",2
"darunavir",2
"diclofenac",2
"famotidine",2
"hyaluronic",2
"ketorolac",2
"l-lysine",2
"meloxicam",2
"methotrexate",2
"mifepristone",2
"mmda",2
"montelukast",2
"nitrous oxide",2
"nitrous-oxide",2
"piracetam",2
"progesterone",2
"resveratrol",2
"salbutamol",2
"sertraline",2
"thiamine",2
"tofacitinib",2
"vincristine",2
"acetylcholine",1
"acetylcysteine",1
"acyclovir",1
"adenosine",1
"agmatine",1
"alprazolam",1
"ambroxol",1
"amitriptyline",1
"amphetamine",1
"antipain",1
"brincidofovir",1
"cannabidiol",1
"capsaicin",1
"catechin",1
"cefepime",1
"cefpirome",1
"cepharanthine",1
"cetirizine",1
"chlorhexidine",1
"ciprofloxacin",1
"creatinine",1
"cystine",1
"ehna",1
"epigallocatechin",1
"fingolimod",1
"gabapentin",1
"gliclazide",1
"hesperidin",1
"hydroxyzine",1
"hypochlorous",1
"ibrutinib",1
"indole",1
"ivabradine",1
"k201",1
"kifunensine",1
"levothyroxine",1
"lidocaine",1
"lisinopril",1
"lutein",1
"luteolin",1
"maraviroc",1
"mesna",1
"methadone",1
"methionine",1
"minoxidil",1
"mk-2206",1
"norepinephrine",1
"oleandrin",1
"ornithine",1
"oxymetazoline",1
"paroxetine",1
"phenylalanine",1
"phosphorus",1
"piperacillin",1
"potassium chloride",1
"primaquine",1
"riboflavin",1
"rutin",1
"sodium chlorite",1
"sorafenib",1
"spermidine",1
"sulbactam",1
"tamoxifen",1
"tetracycline",1
"thimerosal",1
"ticagrelor",1
"vanadium",1
"warfarin",1
