"Drug","05-05-2020"
"hydroxychloroquine",20104
"chloroquine",8308
"remdesivir",3656
"chlorine dioxide",820
"azithromycin",810
"favipiravir",120
"ivermectin",103
"fentanyl",62
"lopinavir",57
"hydroquinone",55
"ritonavir",53
"squalene",52
"doxycycline",43
"quinine",43
"quercetin",39
"methylprednisolone",32
"baricitinib",31
"progesterone",28
"ketamine",27
"chlorpromazine",24
"ibuprofen",20
"colchicine",18
"niacin",18
"glyphosate",17
"naloxone",17
"penicillin",17
"methadone",16
"vincristine",16
"famotidine",13
"thalidomide",13
"venetoclax",13
"gilteritinib",12
"nicotinamide",12
"potassium",12
"alanine",11
"angiotensin ii",11
"arginine",11
"dextromethorphan",11
"s-23",11
"fructose",10
"mmda",10
"proline",10
"vanadium",10
"aldosterone",9
"artemisinin",9
"fluvoxamine",9
"metformin",9
"propranolol",9
"curcumin",8
"formaldehyde",8
"glutathione",8
"lofepramine",8
"talopram",8
"levodopa",7
"naltrexone",7
"oseltamivir",7
"resveratrol",7
"riboflavin",7
"vigabatrin",7
"camostat",6
"codeine",6
"galidesivir",6
"warfarin",6
"acetaminophen",5
"acyclovir",5
"etoposide",5
"indomethacin",5
"prednisone",5
"ribavirin",5
"sulforaphane",5
"anisodamine",4
"bradykinin",4
"buprenorphine",4
"capsaicin",4
"duvelisib",4
"fluorouracil",4
"gadolinium",4
"nafamostat",4
"tramadol",4
"adenosine",3
"amoxicillin",3
"ataluren",3
"baloxavir marboxil",3
"boron",3
"cannabidiol",3
"disulfiram",3
"dopamine",3
"dorzolamide",3
"epinephrine",3
"estradiol",3
"hesperidin",3
"mefloquine",3
"naproxen",3
"niclosamide",3
"propofol",3
"pyronaridine",3
"rhein",3
"ropivacaine",3
"urea",3
"acetazolamide",2
"acetylcholine",2
"acetylcysteine",2
"antimony",2
"atovaquone",2
"bromhexine",2
"camphor",2
"ceftriaxone",2
"clemastine",2
"cytisine",2
"ec-18",2
"emodin",2
"erythromycin",2
"forskolin",2
"haloperidol",2
"iclaprim",2
"indole",2
"l-lysine",2
"lisinopril",2
"merimepodib",2
"midazolam",2
"nelfinavir",2
"nitazoxanide",2
"omeprazole",2
"phenol",2
"propiolactone",2
"protoporphyrin",2
"ramipril",2
"rivaroxaban",2
"ronnel",2
"sirolimus",2
"suramin",2
"telmisartan",2
"thimerosal",2
"valine",2
"verteporfin",2
"zopiclone",2
"activated charcoal",1
"acumapimod",1
"amiodarone",1
"amodiaquine",1
"andrographolide",1
"aniline",1
"apigenin",1
"apixaban",1
"artesunate",1
"asparagine",1
"atracurium",1
"benzodiazepine",1
"bleomycin",1
"cadmium",1
"carnosine",1
"chloramphenicol",1
"chlorhexidine",1
"chlorpheniramine",1
"ciclesonide",1
"cilostazol",1
"citrulline",1
"clonidine",1
"colistin",1
"coumarin",1
"cyclosporine",1
"cysteine",1
"dactinomycin",1
"dapagliflozin",1
"dexamethasone",1
"diazepam",1
"diethylcarbamazine",1
"digoxin",1
"dimethyl sulfoxide",1
"enalapril",1
"eriodictyol",1
"escitalopram",1
"gabapentin",1
"gluconolactone",1
"glycine",1
"grazoprevir",1
"guanine",1
"hydrocodone",1
"hydrocortisone",1
"hydroxyzine",1
"isradipine",1
"ketoconazole",1
"leflunomide",1
"letrozole",1
"levothyroxine",1
"lutein",1
"luteolin",1
"manganese",1
"methionine",1
"methotrexate",1
"mitomycin",1
"montelukast",1
"nadide",1
"naringenin",1
"neodymium",1
"niobium",1
"nitrite",1
"nitrous oxide",1
"olmesartan",1
"panobinostat",1
"paritaprevir",1
"peramivir",1
"pg-9",1
"phosphorus",1
"potassium chloride",1
"ripretinib",1
"rutin",1
"salbutamol",1
"selinexor",1
"simeprevir",1
"sinefungin",1
"sodium ascorbate",1
"sofosbuvir",1
"spironolactone",1
"tafenoquine",1
"tagatose",1
"tenofovir",1
"terbinafine",1
"theobromine",1
"tofacitinib",1
"triclosan",1
"trifluoperazine",1
"vardenafil",1
"velpatasvir",1
"zidovudine",1
