"Drug","03-22-2022"
"fentanyl",1998
"ivermectin",894
"remdesivir",132
"ibuprofen",50
"hydroxychloroquine",44
"quercetin",33
"prednisone",28
"fluvoxamine",26
"vincristine",26
"budesonide",23
"aviptadil",19
"thalidomide",15
"gadolinium",10
"dopamine",9
"ritonavir",9
"chlorine dioxide",8
"methadone",8
"midazolam",8
"acetaminophen",7
"chloroquine",7
"dexamethasone",7
"niacin",7
"warfarin",7
"doxycycline",6
"losartan",6
"potassium",6
"s-23",6
"tempol",6
"prima1",5
"baricitinib",4
"famotidine",4
"formaldehyde",4
"ketamine",4
"penicillin",4
"angiotensin ii",3
"azithromycin",3
"favipiravir",3
"fenofibrate",3
"finasteride",3
"hypericin",3
"iodide",3
"metoprolol",3
"naproxen",3
"posaconazole",3
"potassium iodide",3
"proline",3
"prostaglandin",3
"prostaglandin d2",3
"zonisamide",3
"alvelestat",2
"amoxicillin",2
"benzonatate",2
"cannabidiol",2
"cefuroxime",2
"codeine",2
"cyclobenzaprine",2
"gabapentin",2
"hyaluronic",2
"imodium",2
"methotrexate",2
"nafamostat",2
"nitazoxanide",2
"phosphorus",2
"ribose",2
"up5",2
"actemra",1
"aldosterone",1
"andrographolide",1
"apixaban",1
"benzocaine",1
"benzodiazepine",1
"berberine",1
"bivalirudin",1
"buspirone",1
"citalopram",1
"clopidogrel",1
"clozapine",1
"colchicine",1
"creatine",1
"creatinine",1
"curcumin",1
"forskolin",1
"fostamatinib",1
"ganglioside",1
"glycine",1
"glyphosate",1
"ipratropium",1
"itraconazole",1
"loratadine",1
"luteolin",1
"manganese",1
"mannose",1
"megestrol",1
"megestrol acetate",1
"methenamine",1
"naltrexone",1
"nitrite",1
"oseltamivir",1
"polymyxin b",1
"prednisolone",1
"promethazine",1
"propranolol",1
"pyronaridine",1
"salbutamol",1
"sertraline",1
"thiamine",1
"tobramycin",1
"trehalose",1
"tyrosine",1
"ubrogepant",1
