"Drug","03-02-2021"
"ivermectin",3866
"hydroxychloroquine",1974
"remdesivir",111
"azithromycin",105
"clarithromycin",77
"ibuprofen",47
"penicillin",46
"chloroquine",34
"quercetin",33
"metformin",31
"leronlimab",24
"cannabidiol",20
"dexamethasone",20
"acetaminophen",19
"doxycycline",19
"fluvoxamine",19
"fentanyl",18
"niacin",15
"budesonide",14
"omeprazole",14
"ebselen",12
"nevirapine",10
"pregabalin",10
"dopamine",8
"mmda",8
"naloxone",7
"prednisone",7
"vincristine",7
"bromhexine",6
"colchicine",6
"daclatasvir",6
"mirin",6
"roxadustat",6
"sofosbuvir",6
"berberine",5
"bradykinin",5
"calcifediol",5
"favipiravir",5
"formaldehyde",5
"ivabradine",5
"plitidepsin",5
"sarilumab",5
"adenine",4
"aviptadil",4
"chlorine dioxide",4
"curcumin",4
"glyphosate",4
"levosalbutamol",4
"pp-30",4
"thalidomide",4
"cyclosporine",3
"ketamine",3
"methotrexate",3
"nifuroxazide",3
"quinine",3
"amodiaquine",2
"buprenorphine",2
"ceftriaxone",2
"cephalexin",2
"chlorhexidine",2
"codeine",2
"famotidine",2
"fluoxetine",2
"fostamatinib",2
"fructose",2
"gabapentin",2
"guanosine",2
"hypochlorous",2
"isosorbide",2
"lopinavir",2
"methadone",2
"methylprednisolone",2
"potassium",2
"ritonavir",2
"sacubitril",2
"talopram",2
"valsartan",2
"acetylcholine",1
"actemra",1
"aldosterone",1
"aldoxorubicin",1
"ambroxol",1
"amphetamine",1
"angiotensin ii",1
"antipain",1
"apabetalone",1
"apremilast",1
"aripiprazole",1
"astaxanthin",1
"benzocaine",1
"bepridil",1
"bleomycin",1
"bucillamine",1
"calcitriol",1
"carbamazepine",1
"cefoperazone",1
"cesium",1
"cetirizine",1
"chlortetracycline",1
"choline",1
"cladribine",1
"creatine",1
"cyproheptadine",1
"cysteine",1
"dantrolene",1
"diosmin",1
"fenbendazole",1
"forskolin",1
"fucose",1
"glucoraphanin",1
"glycine",1
"hesperidin",1
"hydroquinone",1
"hydroxyurea",1
"ifenprodil",1
"indole",1
"levocetirizine",1
"malic",1
"menaquinone",1
"mifepristone",1
"nafamostat",1
"oleandrin",1
"oxaliplatin",1
"oxycodone",1
"penicillamine",1
"pentoxifylline",1
"phosphorus",1
"progesterone",1
"pseudoephedrine",1
"pterostilbene",1
"rhein",1
"ribavirin",1
"ropivacaine",1
"s-23",1
"selamectin",1
"semaglutide",1
"simvastatin",1
"somatostatin",1
"spironolactone",1
"sulbactam",1
"tamoxifen",1
"telmisartan",1
"titanium dioxide",1
"toluene",1
"vancomycin",1
"venlafaxine",1
"zanamivir",1
