"Drug","04-02-2022"
"ivermectin",1465
"remdesivir",108
"dexamethasone",67
"fentanyl",53
"fluvoxamine",33
"hydroxychloroquine",17
"quercetin",17
"ibuprofen",16
"sulforaphane",16
"midazolam",15
"thalidomide",11
"proline",6
"ritonavir",6
"prednisone",5
"rivaroxaban",5
"cysteine",4
"famotidine",4
"ketamine",4
"niacin",4
"prednisolone",4
"arginine",3
"azithromycin",3
"codeine",3
"folic",3
"levodopa",3
"lisinopril",3
"penicillin",3
"tacrolimus",3
"apixaban",2
"artemisinin",2
"beta carotene",2
"bucillamine",2
"budesonide",2
"buprenorphine",2
"calcifediol",2
"camostat",2
"cetylpyridinium",2
"chloroquine",2
"citco",2
"doxycycline",2
"favipiravir",2
"hydrocortisone",2
"leronlimab",2
"luteolin",2
"methadone",2
"methotrexate",2
"montelukast",2
"naltrexone",2
"niclosamide",2
"pentoxifylline",2
"sirolimus",2
"talopram",2
"warfarin",2
"acetylcysteine",1
"acyclovir",1
"adenosine",1
"aluminum oxide",1
"amitriptyline",1
"amoxicillin",1
"aspartame",1
"aviptadil",1
"baricitinib",1
"benzonatate",1
"cadmium",1
"calcitriol",1
"cetirizine",1
"chlorhexidine",1
"cilostazol",1
"clonidine",1
"colchicine",1
"curcumin",1
"cyclizine",1
"deferoxamine",1
"dextroamphetamine",1
"dopamine",1
"estradiol",1
"fexofenadine",1
"fludrocortisone",1
"fluticasone",1
"forskolin",1
"fructose",1
"gadolinium",1
"glyphosate",1
"hyaluronic",1
"hydroxyzine",1
"ibrutinib",1
"imatinib",1
"indium",1
"indole",1
"isoquercetin",1
"kava",1
"levothyroxine",1
"megestrol",1
"megestrol acetate",1
"molybdenum",1
"nicotinamide",1
"nitazoxanide",1
"oleandrin",1
"oseltamivir",1
"pirfenidone",1
"posaconazole",1
"potassium",1
"progesterone",1
"promethazine",1
"quinine",1
"retinol",1
"ribose",1
"s-23",1
"salbutamol",1
"taurine",1
"tramadol",1
"trazodone",1
"trehalose",1
"tyrosine",1
"up5",1
"urea",1
"vincristine",1
