"Drug","10-12-2022"
"ivermectin",586
"fentanyl",382
"hydroxychloroquine",77
"quercetin",29
"midazolam",24
"ibuprofen",16
"ritonavir",14
"cimetidine",12
"fluvoxamine",8
"formaldehyde",8
"prednisone",8
"baricitinib",7
"dopamine",7
"metformin",7
"chloroquine",6
"rivaroxaban",5
"thalidomide",4
"bucillamine",3
"colchicine",3
"doxycycline",3
"famotidine",3
"favipiravir",3
"acetaminophen",2
"cannabidiol",2
"etomidate",2
"glutathione",2
"l-lysine",2
"maraviroc",2
"methotrexate",2
"minoxidil",2
"molybdenum",2
"niacin",2
"oseltamivir",2
"prednisolone",2
"sertraline",2
"suramin",2
"talopram",2
"thiamine",2
"adenosine",1
"ambroxol",1
"amitriptyline",1
"amlodipine",1
"aviptadil",1
"benzonatate",1
"biotin",1
"buspirone",1
"calcifediol",1
"capsaicin",1
"carprofen",1
"cefixime",1
"codeine",1
"cordycepin",1
"creatine",1
"curcumin",1
"cyanocobalamin",1
"cyclosporine",1
"cysteamine",1
"diazepam",1
"famciclovir",1
"fluoxetine",1
"flutamide",1
"fructose",1
"glyphosate",1
"hydralazine",1
"imatinib",1
"iodide",1
"ivabradine",1
"kava",1
"losartan",1
"mefloquine",1
"megestrol acetate",1
"methadone",1
"methylcobalamin",1
"mmda",1
"montelukast",1
"nafamostat",1
"naltrexone",1
"norfloxacin",1
"olanzapine",1
"oxycodone",1
"paroxetine",1
"potassium iodide",1
"progesterone",1
"pseudoephedrine",1
"pyridoxine",1
"resveratrol",1
"rutin",1
"ruxolitinib",1
"sofosbuvir",1
"tofacitinib",1
"toluene",1
"trehalose",1
"tromethamine",1
"varenicline",1
"vincristine",1
