"Drug","03-28-2022"
"ivermectin",425
"ritonavir",215
"remdesivir",112
"quercetin",91
"hydroxychloroquine",68
"sirolimus",48
"apixaban",47
"fentanyl",35
"midazolam",32
"aviptadil",23
"gadolinium",16
"niclosamide",16
"thalidomide",16
"budesonide",10
"cetirizine",9
"niacin",9
"sulforaphane",9
"dexamethasone",8
"ibuprofen",8
"doxycycline",6
"sarilumab",5
"arginine",4
"azithromycin",4
"cannabidiol",4
"glutathione",4
"talopram",4
"chloroquine",3
"clopidogrel",3
"cysteine",3
"glycine",3
"methadone",3
"methionine",3
"prednisone",3
"spironolactone",3
"taurine",3
"acetaminophen",2
"actemra",2
"artemisinin",2
"biotin",2
"dopamine",2
"famotidine",2
"favipiravir",2
"fluvoxamine",2
"magnesium citrate",2
"naloxone",2
"naltrexone",2
"penicillin",2
"potassium",2
"quinine",2
"ubiquinol",2
"venetoclax",2
"acyclovir",1
"alprazolam",1
"amiodarone",1
"amoxicillin",1
"aspartame",1
"atorvastatin",1
"boron",1
"brivudine",1
"bucillamine",1
"cabotegravir",1
"calcifediol",1
"cholecalciferol",1
"choline",1
"chromium",1
"cisplatin",1
"codeine",1
"colchicine",1
"colistin",1
"creatine",1
"creatinine",1
"curcumin",1
"dextroamphetamine",1
"diphenhydramine",1
"fenofibrate",1
"fluoxetine",1
"folic",1
"forskolin",1
"fructose",1
"glyphosate",1
"guaifenesin",1
"hydrocortisone",1
"kava",1
"ketamine",1
"leronlimab",1
"levodopa",1
"losartan",1
"maraviroc",1
"megestrol",1
"megestrol acetate",1
"metformin",1
"methylphenidate",1
"methylprednisolone",1
"naproxen",1
"nicotinamide",1
"prednisolone",1
"propranolol",1
"prostaglandin",1
"rilpivirine",1
"ryanodine",1
"s-23",1
"tempol",1
"theanine",1
"trehalose",1
"vanadium",1
"vincristine",1
"warfarin",1
