"Drug","12-17-2020"
"ivermectin",1272
"azithromycin",545
"hydroxychloroquine",291
"remdesivir",172
"potassium",151
"potassium chloride",144
"chloroquine",107
"leronlimab",72
"baricitinib",71
"fluvoxamine",52
"niacin",45
"quercetin",43
"dexamethasone",37
"ketamine",37
"penicillin",37
"fentanyl",36
"formaldehyde",33
"glycine",32
"ibuprofen",31
"acetaminophen",25
"aviptadil",25
"ribose",25
"epinephrine",24
"thalidomide",24
"chlorhexidine",22
"favipiravir",19
"amantadine",18
"doxycycline",18
"methadone",17
"s-23",16
"resveratrol",14
"budesonide",12
"cannabidiol",12
"cadmium",9
"gadolinium",9
"icosapent",9
"icosapent ethyl",9
"l-lysine",9
"siltuximab",9
"talopram",9
"dopamine",8
"glyphosate",8
"lopinavir",7
"niclosamide",7
"cyproheptadine",6
"ifenprodil",6
"quinine",6
"ritonavir",6
"tamoxifen",6
"tofacitinib",6
"buprenorphine",5
"metformin",5
"naloxone",5
"prednisone",5
"actemra",4
"amoxicillin",4
"bucillamine",4
"chlorine dioxide",4
"fructose",4
"glutathione",4
"indomethacin",4
"sphingosine",4
"thimerosal",4
"aldosterone",3
"astaxanthin",3
"bromhexine",3
"dextromethorphan",3
"famotidine",3
"montelukast",3
"riboflavin",3
"rubidium",3
"sor-c13",3
"vincristine",3
"amlodipine",2
"aspartame",2
"bradykinin",2
"cafedrine",2
"camostat",2
"cholecalciferol",2
"codeine",2
"curcumin",2
"cysteine",2
"diphenhydramine",2
"emetine",2
"estradiol",2
"folic",2
"galidesivir",2
"imatinib",2
"imipramine",2
"kava",2
"naproxen",2
"ropivacaine",2
"spironolactone",2
"thiamine",2
"thiopental",2
"tramadol",2
"adenosine",1
"anandamide",1
"antipain",1
"artemisinin",1
"atropine",1
"avapritinib",1
"baclofen",1
"bendamustine",1
"benzocaine",1
"benzodiazepine",1
"berberine",1
"biotin",1
"bv4",1
"calcifediol",1
"catechin",1
"choline",1
"clonazepam",1
"clopidogrel",1
"cobalamin",1
"colchicine",1
"creatine",1
"cytisine",1
"debrisoquine",1
"diazepam",1
"donepezil",1
"esmolol",1
"ethinyl-estradiol",1
"etizolam",1
"etomidate",1
"fostamatinib",1
"guanidine",1
"guanosine",1
"haloperidol",1
"hyaluronic",1
"hydroquinone",1
"hydroxyzine",1
"levonorgestrel",1
"losartan",1
"mefloquine",1
"meropenem",1
"methotrexate",1
"methylprednisolone",1
"metoprolol",1
"mirin",1
"neopterin",1
"nitazoxanide",1
"nitroglycerin",1
"nitrous oxide",1
"nitrous-oxide",1
"oleandrin",1
"oseltamivir",1
"pentoxifylline",1
"progesterone",1
"propofol",1
"pseudoephedrine",1
"regorafenib",1
"relugolix",1
"retinol",1
"ribavirin",1
"ripretinib",1
"ronnel",1
"ruxolitinib",1
"selamectin",1
"sertraline",1
"sildenafil",1
"sodium ascorbate",1
"squalene",1
"sulforaphane",1
"sunitinib",1
"tetrodotoxin",1
"thymol",1
"titanium dioxide",1
"tretinoin",1
"tryptophan",1
"uracil",1
"vanadium",1
"vinpocetine",1
"zanamivir",1
"zolpidem",1
"α-ketoamide 13b",1
