"Drug","04-13-2022"
"midazolam",362
"hydroxychloroquine",105
"fluvoxamine",88
"fentanyl",87
"ivermectin",48
"thalidomide",25
"ibuprofen",21
"prednisone",21
"ritonavir",21
"dexamethasone",19
"quercetin",19
"vincristine",15
"niacin",14
"acetaminophen",13
"naloxone",13
"chloroquine",11
"codeine",9
"ibudilast",8
"methadone",8
"azithromycin",6
"dopamine",6
"aviptadil",5
"budesonide",5
"choline",5
"lopinavir",5
"pseudoephedrine",5
"atorvastatin",4
"cysteine",4
"famotidine",4
"glutathione",4
"naltrexone",4
"talopram",4
"inulin",3
"nicotinamide",3
"s-23",3
"acetylcholine",2
"amphetamine",2
"arginine",2
"biotin",2
"bisoprolol",2
"clevidipine",2
"cyproheptadine",2
"fluoxetine",2
"ketamine",2
"methionine",2
"methotrexate",2
"mmda",2
"quinine",2
"resveratrol",2
"rutin",2
"salbutamol",2
"activated charcoal",1
"aldosterone",1
"amantadine",1
"amitriptyline",1
"amoxicillin",1
"ampicillin",1
"astaxanthin",1
"atropine",1
"avasimibe",1
"bleomycin",1
"buprenorphine",1
"calcifediol",1
"cannabidiol",1
"chlorhexidine",1
"colchicine",1
"creatine",1
"dapagliflozin",1
"doxycycline",1
"duloxetine",1
"empagliflozin",1
"fexofenadine",1
"flutamide",1
"gabapentin",1
"histidine",1
"hydroxyzine",1
"ivabradine",1
"midodrine",1
"midostaurin",1
"myricetin",1
"niclosamide",1
"nintedanib",1
"olaparib",1
"omeprazole",1
"ondansetron",1
"palbociclib",1
"pazopanib",1
"phenol",1
"progesterone",1
"proline",1
"propofol",1
"propranolol",1
"rifaximin",1
"sildenafil",1
"spironolactone",1
"sunitinib",1
"suramin",1
"taurine",1
"telmisartan",1
"thiamine",1
"ticagrelor",1
"tirofiban",1
"tobramycin",1
"tramadol",1
"up5",1
"venlafaxine",1
