"Drug","08-01-2021"
"ivermectin",3975
"hydroxychloroquine",738
"dexamethasone",626
"cetylpyridinium",431
"remdesivir",299
"doxycycline",135
"azithromycin",128
"niacin",62
"chloroquine",50
"quercetin",50
"fentanyl",45
"thalidomide",30
"fluvoxamine",23
"leronlimab",22
"midazolam",21
"chlorine dioxide",20
"berberine",15
"ibuprofen",15
"budesonide",14
"astaxanthin",12
"ritonavir",11
"baricitinib",10
"penicillin",10
"prednisone",10
"clozapine",9
"colchicine",9
"famotidine",9
"ketamine",9
"nitazoxanide",9
"tempol",8
"quinine",7
"favipiravir",6
"methotrexate",6
"potassium",6
"tryptophan",6
"bromhexine",5
"cysteine",5
"fluoxetine",5
"glutathione",5
"glyphosate",5
"metformin",5
"bradykinin",4
"chlorhexidine",4
"dopamine",4
"spironolactone",4
"talopram",4
"tofacitinib",4
"artesunate",3
"codeine",3
"epigallocatechin",3
"etoposide",3
"mmda",3
"nitrite",3
"pancuronium",3
"potassium chloride",3
"taurine",3
"amoxicillin",2
"biotin",2
"ceftriaxone",2
"curcumin",2
"fingolimod",2
"folic",2
"formaldehyde",2
"hydroquinone",2
"kava",2
"loratadine",2
"losartan",2
"methylprednisolone",2
"nicotinamide",2
"oseltamivir",2
"oxycodone",2
"propofol",2
"propylthiouracil",2
"pyronaridine",2
"rocuronium",2
"sertraline",2
"tantalum",2
"warfarin",2
"acetylcholine",1
"acetylcysteine",1
"actemra",1
"adenine",1
"adenosine",1
"aldosterone",1
"amantadine",1
"ambroxol",1
"andrographolide",1
"antipain",1
"atracurium",1
"atropine",1
"aviptadil",1
"azathioprine",1
"bucillamine",1
"calcifediol",1
"cesium",1
"clopidogrel",1
"cyclophosphamide",1
"dimethyl fumarate",1
"doxorubicin",1
"fenbendazole",1
"fenofibrate",1
"fostamatinib",1
"fructose",1
"gabapentin",1
"guanine",1
"haloperidol",1
"hydrocodone",1
"imatinib",1
"l-glutamine",1
"larazotide",1
"levodopa",1
"lopinavir",1
"magnesium chloride",1
"manganese",1
"maraviroc",1
"mefloquine",1
"megestrol",1
"megestrol acetate",1
"meloxicam",1
"mephedrone",1
"mesna",1
"minocycline",1
"mometasone",1
"mometasone furoate",1
"nevirapine",1
"niclosamide",1
"nifedipine",1
"nifuroxazide",1
"nitrous oxide",1
"nitrous-oxide",1
"oleandrin",1
"omeprazole",1
"prednisolone",1
"progesterone",1
"puerarin",1
"resveratrol",1
"retinol",1
"rupintrivir",1
"s-23",1
"sodium ascorbate",1
"stavudine",1
"suramin",1
"tamibarotene",1
"tetracycline",1
"thymol",1
"tramadol",1
"varenicline",1
"verapamil",1
"vincristine",1
