"Drug","07-12-2022"
"ivermectin",403
"fentanyl",160
"hydroxychloroquine",96
"cetirizine",34
"quercetin",21
"ibuprofen",18
"chloroquine",16
"dexamethasone",14
"midazolam",14
"naltrexone",13
"azithromycin",11
"vincristine",11
"prednisone",10
"ketamine",8
"methotrexate",8
"ritonavir",8
"niacin",7
"fluvoxamine",6
"glyphosate",6
"cholecalciferol",5
"thalidomide",4
"acetaminophen",3
"arginine",3
"calcifediol",3
"dopamine",3
"doxycycline",3
"glutathione",3
"phenylalanine",3
"proline",3
"alanine",2
"budesonide",2
"citrulline",2
"codeine",2
"metformin",2
"naloxone",2
"norepinephrine",2
"phenylephrine",2
"pseudoephedrine",2
"acetylcholine",1
"amoxicillin",1
"anisomycin",1
"aspartame",1
"astaxanthin",1
"benzonatate",1
"biotin",1
"carvedilol",1
"celecoxib",1
"colchicine",1
"cysteine",1
"diazoxide",1
"diclofenac",1
"fructose",1
"glycine",1
"hydrocortisone",1
"icosapent",1
"imatinib",1
"lamivudine",1
"lidocaine",1
"lisinopril",1
"loperamide",1
"lopinavir",1
"maraviroc",1
"megestrol acetate",1
"methylprednisolone",1
"montelukast",1
"nitazoxanide",1
"nitroglycerin",1
"prednisolone",1
"promethazine",1
"quinine",1
"raltegravir",1
"s-23",1
"salbutamol",1
"sertraline",1
"theophylline",1
"thiamine",1
"tramadol",1
"tryptophan",1
"warfarin",1
"zopiclone",1
