"Drug","01-23-2021"
"ivermectin",3276
"colchicine",2320
"hydroxychloroquine",852
"remdesivir",101
"s-23",101
"epinephrine",78
"azithromycin",61
"chloroquine",58
"dexamethasone",57
"metformin",48
"doxycycline",39
"fentanyl",38
"niacin",38
"leronlimab",24
"ibuprofen",22
"quinine",21
"dopamine",17
"ritonavir",17
"lopinavir",16
"artemether",15
"lumefantrine",15
"quercetin",15
"famotidine",14
"favipiravir",13
"talopram",13
"vincristine",13
"fluvoxamine",11
"penicillin",11
"aviptadil",10
"prednisolone",9
"prednisone",9
"riboflavin",9
"minocycline",8
"apixaban",7
"artemisinin",7
"dextromethorphan",6
"calcifediol",5
"catechin",5
"chlorine dioxide",5
"curcumin",5
"cyclosporine",5
"formaldehyde",5
"nitazoxanide",5
"potassium",5
"acetaminophen",4
"codeine",4
"galidesivir",4
"hydroxyurea",4
"ketamine",4
"maraviroc",4
"piperaquine",4
"spironolactone",4
"tryptophan",4
"astaxanthin",3
"berberine",3
"bromhexine",3
"diamorphine",3
"estradiol",3
"meloxicam",3
"naloxone",3
"sarilumab",3
"thalidomide",3
"thiamine",3
"acyclovir",2
"adenosine",2
"albendazole",2
"amlodipine",2
"atorvastatin",2
"bucillamine",2
"budesonide",2
"cantharidin",2
"ceftriaxone",2
"cyproheptadine",2
"glutathione",2
"glyphosate",2
"indomethacin",2
"isoquercetin",2
"loratadine",2
"mifepristone",2
"phosphorus",2
"resveratrol",2
"tacrolimus",2
"temozolomide",2
"warfarin",2
"actemra",1
"allopurinol",1
"angiotensin ii",1
"apigenin",1
"aspartame",1
"atropine",1
"baricitinib",1
"beclamide",1
"biotin",1
"bradykinin",1
"buprenorphine",1
"calcium ascorbate",1
"camostat",1
"camphor",1
"cesium",1
"cholecalciferol",1
"ciclesonide",1
"ciprofloxacin",1
"clopidogrel",1
"creatine",1
"creatinine",1
"crocin",1
"cysteine",1
"daunorubicin",1
"diclofenac",1
"diltiazem",1
"docusate",1
"efavirenz",1
"ehna",1
"ephedrine",1
"epigallocatechin",1
"esmolol",1
"fenofibrate",1
"haloperidol",1
"hesperidin",1
"hydrocodone",1
"hypochlorous",1
"icosapent",1
"icosapent ethyl",1
"ifenprodil",1
"imipramine",1
"levetiracetam",1
"lidocaine",1
"loperamide",1
"lycopene",1
"malic",1
"megestrol",1
"megestrol acetate",1
"methadone",1
"methotrexate",1
"methylprednisolone",1
"mmda",1
"montelukast",1
"naproxen",1
"neodymium",1
"nitrous oxide",1
"nitrous-oxide",1
"pancuronium",1
"pheniramine",1
"phenol",1
"pralatrexate",1
"pregabalin",1
"progesterone",1
"pterostilbene",1
"resiniferatoxin",1
"retinol",1
"risdiplam",1
"rubidium",1
"rutin",1
"sitagliptin",1
"streptomycin",1
"strychnine",1
"tempol",1
"tenofovir",1
"tetracycline",1
"thimerosal",1
"thiopental",1
"tirofiban",1
"tofacitinib",1
"toremifene",1
"tyrosine",1
"umifenovir",1
"uracil",1
"urethane",1
"vadadustat",1
"vancomycin",1
"voclosporin",1
