"Drug","10-27-2021"
"ivermectin",11504
"fluvoxamine",661
"hydroxychloroquine",313
"remdesivir",168
"dexamethasone",72
"bucillamine",38
"fentanyl",38
"abivertinib",31
"baricitinib",26
"quercetin",21
"colchicine",20
"ibuprofen",19
"midazolam",19
"thalidomide",19
"tramadol",19
"azithromycin",15
"niacin",14
"leronlimab",13
"budesonide",11
"fenofibrate",11
"glutathione",11
"favipiravir",9
"artemisinin",7
"chloroquine",6
"penicillin",6
"prednisone",6
"artesunate",5
"benzodiazepine",5
"buprenorphine",5
"doxycycline",5
"epinephrine",5
"naproxen",5
"pyronaridine",5
"cyproheptadine",4
"methotrexate",4
"mmda",4
"cannabidiol",3
"clozapine",3
"codeine",3
"fluoxetine",3
"magnesium citrate",3
"proline",3
"quinine",3
"rapamycin",3
"taurine",3
"acetaminophen",2
"arginine",2
"aviptadil",2
"baclofen",2
"boron",2
"caprylyl glycol",2
"chromium",2
"creatine",2
"cysteine",2
"dalcetrapib",2
"famotidine",2
"histidine",2
"kava",2
"ketamine",2
"leucine",2
"lisinopril",2
"methylprednisolone",2
"montelukast",2
"nafamostat",2
"naltrexone",2
"oseltamivir",2
"oxycodone",2
"phenylalanine",2
"potassium",2
"ranitidine",2
"ribose",2
"rutin",2
"s-23",2
"tempol",2
"tyrosine",2
"ubiquinol",2
"valine",2
"vancomycin",2
"acetylcholine",1
"actemra",1
"acyclovir",1
"adenosine",1
"amantadine",1
"amoxicillin",1
"atorvastatin",1
"berberine",1
"cadmium",1
"carbimazole",1
"celecoxib",1
"chlorine dioxide",1
"creatinine",1
"cytidine",1
"diphenhydramine",1
"donepezil",1
"emetine",1
"formaldehyde",1
"fostamatinib",1
"fructose",1
"gabapentin",1
"glyphosate",1
"haloperidol",1
"imodium",1
"letrozole",1
"levofloxacin",1
"lidocaine",1
"lorazepam",1
"megestrol",1
"megestrol acetate",1
"metformin",1
"methadone",1
"methimazole",1
"naloxone",1
"niclosamide",1
"nitrite",1
"nitroglycerin",1
"nitrous oxide",1
"nitrous-oxide",1
"paroxetine",1
"permethrin",1
"phosphorus",1
"piperine",1
"propofol",1
"pseudoephedrine",1
"theobromine",1
"theophylline",1
"thiamine",1
"topiramate",1
"trenbolone",1
"tromethamine",1
"up5",1
"vincristine",1
"warfarin",1
