"Drug","10-02-2022"
"ivermectin",175
"hydroxychloroquine",164
"fentanyl",114
"quercetin",23
"berberine",16
"ibuprofen",16
"midazolam",16
"colchicine",8
"bradykinin",6
"dexamethasone",6
"glutathione",6
"azithromycin",5
"clarithromycin",5
"fluvoxamine",5
"niacin",5
"niclosamide",5
"dopamine",4
"ketamine",4
"methotrexate",4
"plitidepsin",4
"tofacitinib",4
"acetaminophen",3
"cannabidiol",3
"prednisone",3
"rivaroxaban",3
"thalidomide",3
"tyrosine",3
"budesonide",2
"curcumin",2
"famotidine",2
"favipiravir",2
"loratadine",2
"memantine",2
"montelukast",2
"naltrexone",2
"pseudoephedrine",2
"resveratrol",2
"ritonavir",2
"s-23",2
"vincristine",2
"acetylcysteine",1
"acyclovir",1
"adamantane",1
"adenosine",1
"alanine",1
"aldosterone",1
"amantadine",1
"amoxicillin",1
"angiotensin ii",1
"arginine",1
"aspartame",1
"azathioprine",1
"baricitinib",1
"bucillamine",1
"calcitriol",1
"cetirizine",1
"chloroquine",1
"codeine",1
"creatine",1
"creatinine",1
"cysteine",1
"dantrolene",1
"deflazacort",1
"digoxin",1
"doxycycline",1
"fructose",1
"gabapentin",1
"glyphosate",1
"hydroquinone",1
"imatinib",1
"ivabradine",1
"metformin",1
"methadone",1
"methylcobalamin",1
"naloxone",1
"naproxen",1
"nitrous oxide",1
"omeprazole",1
"oxycodone",1
"pirfenidone",1
"potassium chloride",1
"prednisolone",1
"quinine",1
"ranitidine",1
"tadalafil",1
"tempol",1
"titanium dioxide",1
"tramadol",1
"trehalose",1
"uridine",1
"valaciclovir",1
"zopiclone",1
