"Drug","11-26-2021"
"ivermectin",3127
"midazolam",411
"hydroxychloroquine",213
"fluvoxamine",136
"remdesivir",136
"artemisinin",60
"quercetin",56
"chloroquine",38
"fentanyl",32
"dexamethasone",29
"azithromycin",21
"bucillamine",19
"niacin",19
"favipiravir",16
"baricitinib",15
"colchicine",14
"ibuprofen",14
"penicillin",12
"s-23",12
"talopram",12
"prednisone",10
"tromethamine",10
"budesonide",9
"leronlimab",9
"suramin",9
"curcumin",8
"doxycycline",8
"dopamine",7
"aviptadil",6
"chlorine dioxide",6
"diamorphine",6
"metformin",6
"potassium",6
"tempol",6
"anandamide",5
"glutathione",5
"levodopa",5
"quinine",5
"bradykinin",4
"clonazepam",4
"thalidomide",4
"tryptophan",4
"vincristine",4
"amantadine",3
"arginine",3
"artesunate",3
"cannabidiol",3
"datp",3
"fluoxetine",3
"folic",3
"gliclazide",3
"niclosamide",3
"nitazoxanide",3
"oseltamivir",3
"potassium chloride",3
"prednisolone",3
"proline",3
"pyronaridine",3
"resveratrol",3
"adenosine",2
"amoxicillin",2
"cetirizine",2
"codeine",2
"cysteine",2
"diphenhydramine",2
"epoprostenol",2
"fructose",2
"manganese",2
"methadone",2
"montelukast",2
"naproxen",2
"oxycodone",2
"plitidepsin",2
"propofol",2
"ritonavir",2
"thapsigargin",2
"voclosporin",2
"warfarin",2
"acetaminophen",1
"activated charcoal",1
"alvelestat",1
"amphetamine",1
"antipain",1
"astaxanthin",1
"atorvastatin",1
"avexitide",1
"berberine",1
"biotin",1
"bisoprolol",1
"cadmium",1
"camostat",1
"camphor",1
"cholecalciferol",1
"clonidine",1
"clopidogrel",1
"cordycepin",1
"cyclosporine",1
"diclofenac",1
"disulfiram",1
"emricasan",1
"epigallocatechin",1
"epinephrine",1
"erythromycin",1
"famotidine",1
"fenofibrate",1
"ferric maltol",1
"formaldehyde",1
"fostamatinib",1
"glycine",1
"guanine",1
"hesperidin",1
"histidine",1
"hypochlorous",1
"imodium",1
"ketamine",1
"levocetirizine",1
"lisinopril",1
"lonafarnib",1
"maraviroc",1
"megestrol",1
"megestrol acetate",1
"methotrexate",1
"methylprednisolone",1
"metoprolol",1
"mirin",1
"mmda",1
"naloxone",1
"piracetam",1
"pregabalin",1
"r-348",1
"ribavirin",1
"riboflavin",1
"ruxolitinib",1
"sphingosine",1
"sulforaphane",1
"tamoxifen",1
"ticagrelor",1
"tofacitinib",1
"uproleselan",1
"urea",1
