"Drug","11-26-2020"
"hydroxychloroquine",5083
"azithromycin",2808
"ivermectin",316
"chloroquine",164
"aviptadil",153
"remdesivir",136
"quercetin",75
"leronlimab",53
"dexamethasone",40
"tryptophan",38
"fluvoxamine",34
"fentanyl",33
"baricitinib",15
"ibuprofen",14
"methylprednisolone",12
"naproxen",12
"talopram",12
"dopamine",11
"doxycycline",11
"favipiravir",9
"estradiol",8
"penicillin",8
"chlorine dioxide",7
"quinine",7
"acetaminophen",6
"thalidomide",6
"glutathione",5
"metformin",5
"niacin",5
"oleandrin",5
"actemra",4
"budesonide",4
"cannabidiol",4
"codeine",4
"ketamine",4
"manganese",4
"naloxone",4
"prednisone",4
"angiotensin ii",3
"cesium",3
"cyclosporine",3
"methadone",3
"trenbolone",3
"trenbolone acetate",3
"amoxicillin",2
"andrographolide",2
"berberine",2
"bradykinin",2
"bromhexine",2
"calcifediol",2
"carbamazepine",2
"cyproheptadine",2
"dextromethorphan",2
"dipyridamole",2
"etifoxine",2
"folic",2
"forskolin",2
"hydrocortisone",2
"imatinib",2
"indomethacin",2
"kava",2
"levodopa",2
"methotrexate",2
"mometasone",2
"montelukast",2
"nitrous oxide",2
"nitrous-oxide",2
"norepinephrine",2
"progesterone",2
"ropivacaine",2
"squalene",2
"acalabrutinib",1
"acetylcysteine",1
"alisporivir",1
"ambroxol",1
"amphetamine",1
"antipain",1
"apremilast",1
"artesunate",1
"astaxanthin",1
"benzodiazepine",1
"bucillamine",1
"buspirone",1
"ciclesonide",1
"cidofovir",1
"colchicine",1
"curcumin",1
"cysteine",1
"dusquetide",1
"duvelisib",1
"efloxate",1
"epigallocatechin",1
"famotidine",1
"fostamatinib",1
"glycine",1
"hydroxycholesterol",1
"hypochlorous",1
"idebenone",1
"ifenprodil",1
"imodium",1
"itraconazole",1
"lapatinib",1
"lopinavir",1
"losartan",1
"mefloquine",1
"megestrol",1
"megestrol acetate",1
"mivacurium",1
"mmda",1
"neodymium",1
"nicotinamide",1
"nitazoxanide",1
"oxymetazoline",1
"prednisolone",1
"puerarin",1
"raloxifene",1
"rhein",1
"ribavirin",1
"ribose",1
"ritonavir",1
"sarilumab",1
"siltuximab",1
"tamoxifen",1
"tramadol",1
"triclosan",1
"vancomycin",1
"vs-5584",1
"warfarin",1
