"Drug","08-08-2021"
"ivermectin",3639
"remdesivir",271
"artesunate",154
"imatinib",151
"midazolam",137
"hydroxychloroquine",125
"quercetin",69
"fentanyl",61
"dexamethasone",42
"fluoxetine",42
"epinephrine",39
"fenofibrate",36
"paroxetine",36
"sertraline",36
"chloroquine",30
"thalidomide",29
"camostat",25
"nafamostat",25
"azithromycin",24
"baricitinib",20
"favipiravir",20
"niacin",19
"sphingosine",19
"ibuprofen",18
"fluvoxamine",15
"risperidone",15
"aviptadil",14
"penicillin",14
"prednisone",14
"fructose",13
"potassium",13
"thimerosal",13
"leronlimab",11
"doxycycline",10
"jlk-6",10
"berberine",9
"dopamine",8
"glyphosate",8
"astaxanthin",7
"cetylpyridinium",7
"colchicine",7
"ketamine",7
"famotidine",6
"acetaminophen",5
"albendazole",5
"chlorine dioxide",5
"glutathione",5
"budesonide",4
"fluticasone",4
"formaldehyde",4
"quinine",4
"tempol",4
"tofacitinib",4
"actemra",3
"clonidine",3
"levothyroxine",3
"mmda",3
"salbutamol",3
"sarilumab",3
"aldosterone",2
"amitriptyline",2
"angiotensin ii",2
"artemisinin",2
"asenapine",2
"bromhexine",2
"cadmium",2
"chlorprothixene",2
"codeine",2
"curcumin",2
"enzalutamide",2
"forskolin",2
"imipramine",2
"maprotiline",2
"masitinib",2
"methadone",2
"montelukast",2
"nicotinamide",2
"oseltamivir",2
"pterostilbene",2
"s-23",2
"spironolactone",2
"thioridazine",2
"uridine",2
"vincristine",2
"adenine",1
"adenosine",1
"alanine",1
"amantadine",1
"ambroxol",1
"amoxicillin",1
"andrographolide",1
"aniline",1
"antipain",1
"aspartame",1
"atazanavir",1
"atorvastatin",1
"benzonatate",1
"boron",1
"buflomedil",1
"calcifediol",1
"calcitriol",1
"cannabidiol",1
"cetirizine",1
"chlorhexidine",1
"clindamycin",1
"clofazimine",1
"cyproheptadine",1
"cysteine",1
"diazepam",1
"diclofenac",1
"dipyridamole",1
"erythromycin",1
"estradiol",1
"eugenol",1
"fisetin",1
"guaifenesin",1
"imodium",1
"isoleucine",1
"isotretinoin",1
"leucine",1
"malic",1
"megestrol",1
"megestrol acetate",1
"memantine",1
"methylprednisolone",1
"miconazole",1
"minocycline",1
"modafinil",1
"naloxone",1
"naltrexone",1
"neodymium",1
"niclosamide",1
"niobium",1
"nitazoxanide",1
"oleandrin",1
"omeprazole",1
"plitidepsin",1
"prednisolone",1
"proline",1
"promethazine",1
"propranolol",1
"pyridostigmine",1
"pyronaridine",1
"resveratrol",1
"ritonavir",1
"selenium sulfide",1
"sodium ascorbate",1
"sumatriptan",1
"talopram",1
"taurine",1
"theophylline",1
"thiamine",1
"trenbolone",1
"triclosan",1
"urea",1
"venlafaxine",1
