"Drug","12-08-2020"
"ivermectin",1169
"remdesivir",364
"hydroxychloroquine",211
"azithromycin",177
"leronlimab",87
"chloroquine",81
"dexamethasone",72
"thalidomide",55
"quercetin",54
"metformin",38
"ibuprofen",34
"fentanyl",29
"squalene",20
"ketamine",18
"penicillin",17
"aviptadil",16
"lopinavir",16
"quinine",15
"bromhexine",14
"ambroxol",13
"chlorine dioxide",13
"camostat",12
"favipiravir",12
"baricitinib",10
"ifenprodil",9
"naloxone",9
"prednisone",9
"famotidine",8
"niacin",8
"acetaminophen",6
"estradiol",6
"glutathione",6
"glyphosate",6
"talopram",6
"bradykinin",5
"budesonide",5
"calcifediol",5
"codeine",5
"colchicine",5
"doxycycline",5
"angiotensin ii",4
"aspartame",4
"cannabidiol",4
"formaldehyde",4
"methadone",4
"nanatinostat",4
"potassium",4
"ritonavir",4
"s-23",4
"warfarin",4
"aripiprazole",3
"azelastine",3
"boron",3
"buprenorphine",3
"ceftriaxone",3
"cysteine",3
"dopamine",3
"ebselen",3
"equilin",3
"fluvoxamine",3
"hydrocortisone",3
"hypochlorous",3
"irbesartan",3
"oleandrin",3
"propofol",3
"quinacrine",3
"thimerosal",3
"actemra",2
"artesunate",2
"astaxanthin",2
"berberine",2
"calcium ascorbate",2
"catechin",2
"citco",2
"creatine",2
"cyproheptadine",2
"diphenhydramine",2
"fostamatinib",2
"fructose",2
"galidesivir",2
"guanidine",2
"imodium",2
"levodopa",2
"mefloquine",2
"methotrexate",2
"mirin",2
"nafamostat",2
"naproxen",2
"nitazoxanide",2
"oxycodone",2
"proline",2
"promethazine",2
"pyronaridine",2
"rabeximod",2
"ranitidine",2
"ronnel",2
"ruxolitinib",2
"spiramycin",2
"thiamine",2
"tryptophan",2
"vancomycin",2
"activated charcoal",1
"allicin",1
"aluminum hydroxide",1
"am-580",1
"amantadine",1
"ampicillin",1
"anandamide",1
"apixaban",1
"arginine",1
"artemisinin",1
"atropine",1
"bardoxolone",1
"bardoxolone methyl",1
"biotin",1
"bucillamine",1
"cafedrine",1
"carvedilol",1
"cetylpyridinium",1
"chloramphenicol",1
"choline",1
"chromium",1
"cordycepin",1
"creatinine",1
"darunavir",1
"delamanid",1
"disulfiram",1
"dopexamine",1
"doxorubicin",1
"emetine",1
"epigallocatechin",1
"eribulin",1
"gabapentin",1
"guaifenesin",1
"hyaluronic",1
"hydroxyzine",1
"hypericin",1
"imipramine",1
"indole",1
"kava",1
"ketotifen",1
"lidocaine",1
"loperamide",1
"luteolin",1
"megestrol",1
"megestrol acetate",1
"naltrexone",1
"nelfinavir",1
"neodymium",1
"nitrous oxide",1
"nitrous-oxide",1
"norepinephrine",1
"oxymetazoline",1
"pancuronium",1
"phenazopyridine",1
"phenol",1
"phentermine",1
"phenylephrine",1
"phosphorus",1
"pidotimod",1
"progesterone",1
"pseudoephedrine",1
"remifentanil",1
"rhein",1
"sarilumab",1
"scopolamine",1
"selinexor",1
"sertraline",1
"sodium borate",1
"sofosbuvir",1
"sulfasalazine",1
"sumatriptan",1
"tantalum",1
"tapentadol",1
"tetracycline",1
"troglitazone",1
"uracil",1
"urea",1
"uridine",1
"vanadium",1
"verapamil",1
"vincristine",1
