"Drug","07-08-2020"
"hydroxychloroquine",29663
"chloroquine",5081
"remdesivir",1486
"azithromycin",1069
"ibuprofen",593
"ivermectin",317
"dexamethasone",257
"fentanyl",195
"chlorine dioxide",128
"budesonide",126
"thiamine",93
"glyphosate",50
"favipiravir",46
"dapsone",38
"oxycodone",32
"squalene",32
"quinine",29
"ritonavir",24
"lopinavir",23
"prednisone",21
"merimepodib",16
"methylprednisolone",16
"methadone",15
"camphor",14
"nafamostat",13
"quercetin",12
"naloxone",11
"baricitinib",10
"clarithromycin",10
"doxycycline",10
"lisinopril",10
"penicillin",10
"dopamine",9
"nitazoxanide",8
"artemisinin",7
"ketamine",7
"thalidomide",7
"vincristine",7
"colchicine",6
"s-23",6
"acetaminophen",5
"bucillamine",5
"codeine",5
"famotidine",5
"indomethacin",5
"metformin",5
"mmda",5
"buprenorphine",4
"daptomycin",4
"dexmedetomidine",4
"formaldehyde",4
"fructose",4
"galidesivir",4
"losartan",4
"propofol",4
"rimonabant",4
"warfarin",4
"acyclovir",3
"amoxicillin",3
"artesunate",3
"bedaquiline",3
"cannabidiol",3
"curcumin",3
"kava",3
"potassium",3
"riboflavin",3
"ribose",3
"toluene",3
"umifenovir",3
"activated charcoal",2
"albendazole",2
"aldosterone",2
"apixaban",2
"boceprevir",2
"bradykinin",2
"calcitriol",2
"chromium",2
"ciclesonide",2
"clonidine",2
"clozapine",2
"cpad",2
"daclatasvir",2
"ebselen",2
"fluticasone",2
"fostamatinib",2
"glutathione",2
"glycine",2
"letermovir",2
"mefloquine",2
"midazolam",2
"nicotinamide",2
"pantoprazole",2
"promethazine",2
"propranolol",2
"ribavirin",2
"rifampicin",2
"risperidone",2
"sofosbuvir",2
"tramadol",2
"valine",2
"abacavir",1
"acetylcysteine",1
"adenine",1
"alprazolam",1
"amantadine",1
"aspartame",1
"benzodiazepine",1
"boron",1
"brincidofovir",1
"camostat",1
"captopril",1
"cefixime",1
"chlorhexidine",1
"chlorpromazine",1
"choline",1
"cidofovir",1
"clindamycin",1
"clonazepam",1
"creatinine",1
"crocin",1
"cysteine",1
"cystine",1
"decitabine",1
"defactinib",1
"dipyridamole",1
"domperidone",1
"dotatate",1
"duvelisib",1
"ec-18",1
"entecavir",1
"erythromycin",1
"esomeprazole",1
"estradiol",1
"flaviolin",1
"fluoxetine",1
"forskolin",1
"furosemide",1
"gabapentin",1
"ganciclovir",1
"gentamicin",1
"guanidine",1
"haloperidol",1
"hydrocodone",1
"hydrocortisone",1
"hydroquinone",1
"hydroxyzine",1
"ifenprodil",1
"imatinib",1
"indium",1
"indole",1
"letrozole",1
"levodopa",1
"lutein",1
"mannose",1
"mercurochrome",1
"meropenem",1
"mesalazine",1
"mifepristone",1
"misoprostol",1
"mometasone",1
"moxifloxacin",1
"neodymium",1
"niacin",1
"niclosamide",1
"norepinephrine",1
"omeprazole",1
"ondansetron",1
"phosphorus",1
"physostigmine",1
"potassium chloride",1
"prazosin",1
"prednisolone",1
"prochlorperazine",1
"progesterone",1
"queuine",1
"ramipril",1
"rifaximin",1
"rutin",1
"salbutamol",1
"seliciclib",1
"spironolactone",1
"stavudine",1
"tamoxifen",1
"tenofovir",1
"theanine",1
"tigecycline",1
"tipiracil",1
"titanium dioxide",1
"tradipitant",1
"triclosan",1
"ubiquinol",1
"uracil",1
"urea",1
"uridine",1
"valganciclovir",1
"vanadium",1
"vancomycin",1
"vecuronium",1
"vs-5584",1
