"Drug","09-17-2021"
"ivermectin",11853
"remdesivir",3022
"hydroxychloroquine",1265
"azithromycin",557
"fluvoxamine",348
"quercetin",202
"fentanyl",122
"midazolam",68
"ibuprofen",67
"artemisinin",53
"camostat",44
"dexamethasone",43
"penicillin",33
"leronlimab",30
"niacin",25
"azelastine",23
"prednisone",23
"thalidomide",17
"chloroquine",16
"clozapine",15
"efinaconazole",15
"favipiravir",14
"glutathione",14
"acetaminophen",12
"mmda",12
"aviptadil",11
"talopram",11
"quinine",10
"thiamine",10
"chlorine dioxide",9
"budesonide",8
"cannabidiol",8
"s-23",8
"warfarin",8
"baricitinib",7
"famotidine",7
"ketamine",7
"nafamostat",7
"amphotericin b",6
"benzodiazepine",6
"levodopa",6
"rivaroxaban",6
"methadone",5
"montelukast",5
"biotin",4
"curcumin",4
"estradiol",4
"posaconazole",4
"actemra",3
"amoxicillin",3
"ceftriaxone",3
"hesperidin",3
"isoquinoline",3
"naloxone",3
"nitazoxanide",3
"promethazine",3
"resveratrol",3
"spironolactone",3
"strychnine",3
"tempol",3
"umifenovir",3
"vinblastine",3
"vincristine",3
"amantadine",2
"angiotensin ii",2
"artesunate",2
"atorvastatin",2
"atovaquone",2
"benzonatate",2
"berberine",2
"bradykinin",2
"colchicine",2
"cysteine",2
"dopamine",2
"fluticasone",2
"gabapentin",2
"ketotifen",2
"metformin",2
"methotrexate",2
"nelfinavir",2
"pentamidine",2
"piperine",2
"potassium",2
"proguanil",2
"propofol",2
"sertraline",2
"suramin",2
"tofacitinib",2
"tramadol",2
"abacavir",1
"acetylcholine",1
"aldosterone",1
"allicin",1
"amlodipine",1
"amodiaquine",1
"aniline",1
"antimony",1
"argatroban",1
"aspartame",1
"beta carotene",1
"buprenorphine",1
"calcifediol",1
"calcitriol",1
"cepharanthine",1
"cetylpyridinium",1
"ciclesonide",1
"cidofovir",1
"citalopram",1
"clopidogrel",1
"codeine",1
"daclatasvir",1
"dextroamphetamine",1
"diazepam",1
"digoxin",1
"diphenhydramine",1
"donepezil",1
"dutasteride",1
"entecavir",1
"epigallocatechin",1
"eugenol",1
"fedratinib",1
"fenbendazole",1
"fenofibrate",1
"folic",1
"fostamatinib",1
"fructose",1
"gadolinium",1
"ganciclovir",1
"glycine",1
"glyphosate",1
"hypericin",1
"imodium",1
"indole",1
"isoquercetin",1
"l-glutamine",1
"levocarnitine",1
"levofloxacin",1
"lisinopril",1
"lorazepam",1
"megestrol",1
"megestrol acetate",1
"methylprednisolone",1
"methylprednisone",1
"minocycline",1
"naltrexone",1
"nitrite",1
"nitrous oxide",1
"nitrous-oxide",1
"norfloxacin",1
"omeprazole",1
"pirfenidone",1
"prednisolone",1
"pyrantel",1
"pyrazole",1
"ramatroban",1
"rapamycin",1
"reserpine",1
"rhein",1
"ribose",1
"ruxolitinib",1
"sarilumab",1
"sodium hydroxide",1
"sofosbuvir",1
"spermidine",1
"stavudine",1
"streptomycin",1
"tamoxifen",1
"telaprevir",1
"temozolomide",1
"thymol",1
"valganciclovir",1
"vancomycin",1
"venlafaxine",1
