"Drug","08-15-2021"
"ivermectin",3697
"hydroxychloroquine",309
"remdesivir",297
"budesonide",210
"tempol",205
"quercetin",107
"fentanyl",72
"fluvoxamine",68
"niacin",55
"thalidomide",51
"nitazoxanide",44
"azithromycin",30
"chloroquine",29
"mirtazapine",24
"midazolam",23
"ibuprofen",21
"dexamethasone",19
"leronlimab",17
"quinine",15
"tryptophan",13
"ivabradine",12
"dopamine",11
"fenofibrate",10
"baricitinib",9
"doxycycline",9
"prednisone",9
"fludrocortisone",8
"midodrine",8
"propranolol",8
"pyridostigmine",8
"creatinine",7
"methadone",7
"acetylcysteine",6
"cannabidiol",6
"calcifediol",5
"colchicine",5
"metformin",5
"artesunate",4
"astaxanthin",4
"epinephrine",4
"glutathione",4
"levodopa",4
"mmda",4
"oxymetazoline",4
"penicillin",4
"pyronaridine",4
"talopram",4
"acetaminophen",3
"acetylcholine",3
"acyclovir",3
"cetylpyridinium",3
"cyproheptadine",3
"epigallocatechin",3
"estradiol",3
"favipiravir",3
"fostamatinib",3
"glyphosate",3
"isoquercetin",3
"naloxone",3
"s-23",3
"actemra",2
"activated charcoal",2
"amphetamine",2
"aviptadil",2
"berberine",2
"bromhexine",2
"bucillamine",2
"chlorine dioxide",2
"ciclesonide",2
"curcumin",2
"dutasteride",2
"empagliflozin",2
"fisetin",2
"imatinib",2
"kava",2
"ketamine",2
"malic",2
"methylprednisolone",2
"quinacrine",2
"tilorone",2
"uracil",2
"adenine",1
"aldosterone",1
"amitriptyline",1
"amoxicillin",1
"amphotericin b",1
"andrographolide",1
"angiotensin 1-7",1
"arginine",1
"artemisinin",1
"biotin",1
"catechin",1
"ceramide",1
"cesium",1
"chlorhexidine",1
"cisplatin",1
"cladribine",1
"codeine",1
"creatine",1
"cysteine",1
"dextromethorphan",1
"epoprostenol",1
"flucloxacillin",1
"folic",1
"formaldehyde",1
"fructose",1
"guanine",1
"hydrocortisone",1
"hydroquinone",1
"indole",1
"l-lysine",1
"ledipasvir",1
"lopinavir",1
"loratadine",1
"masitinib",1
"megestrol",1
"megestrol acetate",1
"memantine",1
"metoprolol",1
"mometasone",1
"montelukast",1
"nabilone",1
"nafamostat",1
"nevirapine",1
"nifuroxazide",1
"oleandrin",1
"pacritinib",1
"palmidrol",1
"permethrin",1
"propofol",1
"pyrantel",1
"ritonavir",1
"rutin",1
"sodium ascorbate",1
"sofosbuvir",1
"thiamine",1
"tofacitinib",1
"tramadol",1
"urolithin a",1
"vancomycin",1
"vincristine",1
