"Drug","07-23-2022"
"ivermectin",1294
"hydroxychloroquine",66
"fentanyl",57
"dexamethasone",34
"quercetin",26
"scopolamine",25
"ibuprofen",22
"resveratrol",17
"ritonavir",15
"spermidine",14
"azithromycin",12
"midazolam",11
"metformin",10
"prednisone",10
"amoxicillin",9
"benzonatate",9
"plitidepsin",9
"famotidine",8
"chloroquine",7
"colchicine",7
"rivaroxaban",7
"loratadine",6
"cyclophosphamide",5
"glutathione",5
"codeine",4
"niacin",4
"thalidomide",4
"acetaminophen",3
"fluvoxamine",3
"imatinib",3
"potassium chloride",3
"acyclovir",2
"apixaban",2
"arginine",2
"artesunate",2
"cannabidiol",2
"cetirizine",2
"creatine",2
"cysteine",2
"dopamine",2
"doxycycline",2
"fisetin",2
"fructose",2
"lidocaine",2
"methadone",2
"sumatriptan",2
"talopram",2
"aceclofenac",1
"arsenic trioxide",1
"atorvastatin",1
"azelastine",1
"budesonide",1
"ciclesonide",1
"donepezil",1
"fluconazole",1
"formaldehyde",1
"hydrocortisone",1
"hydroxyproline",1
"ivabradine",1
"linezolid",1
"lisinopril",1
"lorazepam",1
"methotrexate",1
"metoprolol",1
"naltrexone",1
"naproxen",1
"nintedanib",1
"nitroglycerin",1
"nystatin",1
"potassium iodide",1
"prednisolone",1
"progesterone",1
"pseudoephedrine",1
"quetiapine",1
"quinine",1
"s-23",1
"sertraline",1
"tramadol",1
"vincristine",1
