"Drug","10-02-2020"
"oleandrin",283
"quercetin",93
"chlorine dioxide",29
"favipiravir",20
"dimethyl fumarate",14
"nicotinamide",13
"cesium",8
"benzodiazepine",7
"resveratrol",6
"rhein",5
"umifenovir",4
"fructose",3
"methylprednisone",3
"s-23",3
"camostat",2
"capsaicin",2
"iodide",2
"merimepodib",2
"myricetin",2
"permethrin",2
"phosphorus",2
"pyronaridine",2
"strychnine",2
"vanadium",2
"abivertinib",1
"ambroxol",1
"aniline",1
"antimony",1
"astaxanthin",1
"emetine",1
"enoximone",1
"estradiol valerate",1
"estradiol-valerate",1
"flaviolin",1
"guanosine",1
"htmt",1
"hymecromone",1
"isoquinoline",1
"lofepramine",1
"lurasidone",1
"maltose",1
"manganese",1
"megestrol",1
"nafamostat",1
"phenol",1
"pirfenidone",1
"pramiracetam",1
"pyrithione",1
"silmitasertib",1
"sodium chlorite",1
"sofosbuvir",1
"sulforaphane",1
"tempol",1
"teriflunomide",1
"tetrodotoxin",1
"theanine",1
"uracil",1
"urethane",1
