"Drug","06-18-2022"
"ivermectin",485
"hydroxychloroquine",384
"fentanyl",69
"chloroquine",52
"prednisone",25
"ibuprofen",23
"midazolam",22
"fluvoxamine",20
"quercetin",18
"niacin",16
"thalidomide",11
"rutin",8
"famotidine",7
"vincristine",7
"acetaminophen",6
"berberine",5
"colchicine",5
"doxycycline",5
"glutathione",5
"ketamine",5
"ritonavir",5
"aldosterone",4
"tryptophan",4
"amitriptyline",3
"biotin",3
"cetirizine",3
"dexamethasone",3
"dopamine",3
"ivabradine",3
"montelukast",3
"resveratrol",3
"clopidogrel",2
"cytidine",2
"docetaxel",2
"gabapentin",2
"glyphosate",2
"guaifenesin",2
"imatinib",2
"lidocaine",2
"mefloquine",2
"metformin",2
"naltrexone",2
"tacrolimus",2
"acetylcholine",1
"amoxicillin",1
"anastrozole",1
"apixaban",1
"arginine",1
"artesunate",1
"astaxanthin",1
"azithromycin",1
"budesonide",1
"cannabidiol",1
"choline",1
"codeine",1
"cyproheptadine",1
"cysteine",1
"dextromethorphan",1
"dolutegravir",1
"epinephrine",1
"ertapenem",1
"fluoxetine",1
"fructose",1
"ganciclovir",1
"gentamicin",1
"glycine",1
"isotretinoin",1
"kava",1
"megestrol acetate",1
"meropenem",1
"methotrexate",1
"mometasone",1
"nicotinamide",1
"nitrous oxide",1
"olaparib",1
"omeprazole",1
"paclitaxel",1
"posaconazole",1
"proline",1
"promethazine",1
"propranolol",1
"quinine",1
"ramipril",1
"risperidone",1
"ropivacaine",1
"sertraline",1
"suramin",1
"talopram",1
"thiamine",1
"tramadol",1
"warfarin",1
