"Drug","11-29-2021"
"ivermectin",1142
"remdesivir",301
"hydroxychloroquine",166
"quercetin",147
"fluvoxamine",86
"midazolam",75
"aviptadil",48
"dexamethasone",48
"fentanyl",28
"thalidomide",20
"bucillamine",19
"tromethamine",17
"masitinib",15
"thapsigargin",15
"azithromycin",14
"atazanavir",13
"cysteine",13
"chloroquine",12
"abivertinib",11
"favipiravir",10
"leronlimab",9
"quinine",9
"tempol",9
"niacin",8
"ibuprofen",7
"prednisone",7
"acetaminophen",6
"amantadine",6
"baricitinib",6
"dopamine",6
"estradiol",6
"vincristine",6
"artemisinin",5
"budesonide",5
"ciclesonide",5
"indomethacin",5
"methotrexate",5
"penicillin",5
"spironolactone",5
"vancomycin",5
"cetirizine",4
"colchicine",4
"folic",4
"metformin",4
"nitazoxanide",4
"talopram",4
"warfarin",4
"amiloride",3
"berberine",3
"curcumin",3
"doxycycline",3
"glutathione",3
"isoquercetin",3
"kava",3
"ketamine",3
"maraviroc",3
"trazodone",3
"xanthohumol",3
"adenosine",2
"artesunate",2
"astaxanthin",2
"calcifediol",2
"cladribine",2
"fluticasone",2
"forskolin",2
"glimepiride",2
"glipizide",2
"glyburide",2
"guanine",2
"phthalocyanine",2
"plitidepsin",2
"potassium",2
"progesterone",2
"proline",2
"s-23",2
"taurine",2
"tetracycline",2
"tryptophan",2
"acetylcholine",1
"actemra",1
"allopurinol",1
"anandamide",1
"angiotensin ii",1
"antipain",1
"arginine",1
"atorvastatin",1
"bleomycin",1
"bromhexine",1
"buprenorphine",1
"bv4",1
"chlorine dioxide",1
"chloroprocaine",1
"chromium",1
"clemastine",1
"clonazepam",1
"codeine",1
"creatine",1
"cyproheptadine",1
"daclatasvir",1
"datp",1
"daunorubicin",1
"diazepam",1
"diphenhydramine",1
"disulfiram",1
"docetaxel",1
"emricasan",1
"famotidine",1
"fluoxetine",1
"formaldehyde",1
"glycine",1
"histidine",1
"hypochlorous",1
"inositol",1
"lidocaine",1
"lisinopril",1
"loratadine",1
"magnesium citrate",1
"magnesium malate",1
"mefloquine",1
"megestrol",1
"megestrol acetate",1
"meloxicam",1
"mercurochrome",1
"methohexital",1
"methylprednisone",1
"midodrine",1
"minocycline",1
"montelukast",1
"oxycodone",1
"paclitaxel",1
"phosphocreatine",1
"phosphorus",1
"prednisolone",1
"promethazine",1
"pyronaridine",1
"rhein",1
"ribavirin",1
"ritonavir",1
"rivaroxaban",1
"rutin",1
"salicin",1
"sertraline",1
"sofosbuvir",1
"solifenacin",1
"sulforaphane",1
"thiamine",1
"vanadium",1
"zanamivir",1
