"Drug","11-07-2020"
"hydroxychloroquine",432
"remdesivir",226
"ivermectin",141
"azithromycin",98
"leronlimab",87
"fentanyl",40
"buprenorphine",24
"dopamine",17
"phosphorus",17
"chloroquine",16
"ibuprofen",15
"ketamine",11
"quercetin",11
"warfarin",10
"dipyridamole",8
"cannabidiol",7
"chlorine dioxide",7
"naloxone",7
"bradykinin",6
"ceftriaxone",6
"quinine",6
"artemisinin",5
"aviptadil",5
"niacin",5
"penicillin",5
"prednisone",5
"sarilumab",5
"siltuximab",5
"angiotensin ii",4
"favipiravir",4
"piperaquine",4
"raloxifene",4
"activated charcoal",3
"cetirizine",3
"famotidine",3
"fructose",3
"galidesivir",3
"indole",3
"nitazoxanide",3
"roxadustat",3
"talopram",3
"thalidomide",3
"tryptophan",3
"actemra",2
"amantadine",2
"amphetamine",2
"atropine",2
"calcitriol",2
"cholecalciferol",2
"colchicine",2
"creatine",2
"curcumin",2
"fluvoxamine",2
"glyphosate",2
"hydralazine",2
"lopinavir",2
"losartan",2
"methylprednisolone",2
"osimertinib",2
"potassium",2
"progesterone",2
"propofol",2
"propranolol",2
"ritonavir",2
"spironolactone",2
"squalene",2
"acetylcholine",1
"aldosterone",1
"ambroxol",1
"artesunate",1
"astaxanthin",1
"beta carotene",1
"biotin",1
"brazilin",1
"bromhexine",1
"bucillamine",1
"cadmium",1
"cafedrine",1
"calcifediol",1
"camphor",1
"ceramide",1
"chlorhexidine",1
"clopidogrel",1
"daclatasvir",1
"daunorubicin",1
"diltiazem",1
"eugenol",1
"fisetin",1
"fluoxetine",1
"fondaparinux",1
"glycine",1
"hydrocortisone",1
"hydroxyzine",1
"ibrutinib",1
"imatinib",1
"inulin",1
"l-lysine",1
"lenalidomide",1
"levofloxacin",1
"lycopene",1
"naltrexone",1
"niclosamide",1
"nicotinamide",1
"nintedanib",1
"niobium",1
"oleandrin",1
"oseltamivir",1
"potassium nitrate",1
"pterostilbene",1
"resveratrol",1
"rh-1",1
"ribavirin",1
"ribose",1
"rocuronium",1
"s-23",1
"sertraline",1
"sinensetin",1
"sofosbuvir",1
"sorbitol",1
"spermidine",1
"temazepam",1
"thiamine",1
"thymol",1
"toluene",1
"vanadium",1
"zidovudine",1
