"Drug","04-15-2022"
"fentanyl",190
"hydroxychloroquine",96
"aviptadil",42
"ritonavir",30
"quercetin",23
"niacin",20
"azithromycin",15
"dexamethasone",14
"isoleucine",12
"prednisone",11
"thalidomide",11
"fluvoxamine",9
"glyphosate",8
"ibuprofen",8
"midazolam",8
"azelastine",7
"chloroquine",7
"lenalidomide",7
"methadone",7
"titanium dioxide",5
"ivermectin",4
"chlorhexidine",3
"mmda",3
"nystatin",3
"vincristine",3
"acetaminophen",2
"activated charcoal",2
"apixaban",2
"budesonide",2
"doxycycline",2
"formaldehyde",2
"hydrocodone",2
"methionine",2
"naloxone",2
"progesterone",2
"simvastatin",2
"talopram",2
"thiamine",2
"tryptophan",2
"acitretin",1
"amantadine",1
"amiodarone",1
"amitriptyline",1
"amoxicillin",1
"amphotericin b",1
"berberine",1
"cannabidiol",1
"chromium",1
"clozapine",1
"codeine",1
"colchicine",1
"cyproheptadine",1
"cysteine",1
"disulfiram",1
"fidaxomicin",1
"gabapentin",1
"glutathione",1
"hydrocortisone",1
"hydroxyzine",1
"inulin",1
"ivabradine",1
"ketamine",1
"maraviroc",1
"methylprednisolone",1
"mifepristone",1
"mirtazapine",1
"misoprostol",1
"montelukast",1
"nicotinamide",1
"oxycodone",1
"phenazopyridine",1
"potassium iodide",1
"potassium nitrate",1
"s-23",1
"sofosbuvir",1
"spironolactone",1
"sumatriptan",1
"taurine",1
