"Drug","12-01-2021"
"ivermectin",5554
"hydroxychloroquine",2593
"remdesivir",243
"fentanyl",172
"fluvoxamine",109
"quercetin",99
"chloroquine",84
"niclosamide",66
"dexamethasone",51
"spironolactone",32
"thiamine",25
"niacin",22
"chlorine dioxide",21
"folic",21
"artemisinin",20
"midazolam",19
"favipiravir",16
"leronlimab",16
"ibuprofen",15
"actemra",14
"azithromycin",13
"bucillamine",13
"talopram",12
"colchicine",10
"doxycycline",10
"prednisone",10
"thalidomide",10
"baricitinib",9
"budesonide",9
"ketamine",9
"metformin",9
"tempol",8
"cysteine",7
"glutathione",7
"hydroquinone",7
"penicillin",7
"s-23",7
"tromethamine",7
"thapsigargin",6
"artesunate",5
"quinine",5
"vincristine",5
"amoxicillin",4
"calcifediol",4
"dopamine",4
"fluoxetine",4
"formaldehyde",4
"indomethacin",4
"isoquercetin",4
"methadone",4
"potassium",4
"pyronaridine",4
"curcumin",3
"fluvastatin",3
"hypochlorous",3
"methotrexate",3
"mirin",3
"acetylcysteine",2
"aldosterone",2
"amantadine",2
"bradykinin",2
"bromhexine",2
"cannabidiol",2
"ciclesonide",2
"clonidine",2
"codeine",2
"dextromethorphan",2
"estradiol",2
"etoricoxib",2
"guanine",2
"methylprednisolone",2
"naltrexone",2
"nimodipine",2
"promethazine",2
"propofol",2
"ronnel",2
"tryptophan",2
"tyrosine",2
"warfarin",2
"xanthohumol",2
"acalabrutinib",1
"acetylcholine",1
"actinium",1
"adenosine",1
"asparagine",1
"benzodiazepine",1
"benzonatate",1
"berberine",1
"biotin",1
"buprenorphine",1
"bupropion",1
"butorphanol",1
"calcitriol",1
"camphor",1
"capsaicin",1
"cepharanthine",1
"choline",1
"chromium",1
"cisplatin",1
"citrulline",1
"cladribine",1
"cobalamin",1
"emricasan",1
"etonitazene",1
"famotidine",1
"fenofibrate",1
"fluconazole",1
"fructose",1
"hydroxycholesterol",1
"iodide",1
"labetolol",1
"lactulose",1
"levodopa",1
"lisinopril",1
"lorazepam",1
"lutein",1
"magnesium sulfate",1
"maraviroc",1
"mefloquine",1
"megestrol",1
"megestrol acetate",1
"methacholine",1
"mifepristone",1
"misoprostol",1
"molybdenum",1
"montelukast",1
"naloxone",1
"nitazoxanide",1
"nitrous oxide",1
"nitrous-oxide",1
"omeprazole",1
"oseltamivir",1
"oxycodone",1
"rapamycin",1
"retinol",1
"ritonavir",1
"rutin",1
"sertraline",1
"spermidine",1
"suramin",1
"thimerosal",1
"umifenovir",1
"urea",1
"urethane",1
"valaciclovir",1
"valinomycin",1
"venetoclax",1
