"Drug","05-21-2022"
"ivermectin",339
"fentanyl",245
"fluvoxamine",55
"aviptadil",52
"quercetin",44
"hydroxychloroquine",34
"niacin",27
"ibuprofen",13
"warfarin",12
"ritonavir",10
"terbinafine",10
"famotidine",9
"urea",9
"biotin",7
"midazolam",6
"nitazoxanide",6
"arginine",5
"artemisinin",5
"curcumin",5
"estradiol",5
"prednisone",5
"acetaminophen",4
"doxycycline",4
"methionine",4
"talopram",4
"azithromycin",3
"cetirizine",3
"dopamine",3
"gabapentin",3
"ketamine",3
"thalidomide",3
"bucillamine",2
"buprenorphine",2
"cannabidiol",2
"creatine",2
"cyproheptadine",2
"cysteine",2
"dexamethasone",2
"diazepam",2
"diphenhydramine",2
"eltoprazine",2
"favipiravir",2
"glutathione",2
"ivabradine",2
"loratadine",2
"midodrine",2
"montelukast",2
"prednisolone",2
"quinine",2
"resveratrol",2
"thiamine",2
"tryptophan",2
"vincristine",2
"acetylcholine",1
"acetylcysteine",1
"acyclovir",1
"adenosine",1
"amitriptyline",1
"amoxicillin",1
"amphetamine",1
"aripiprazole",1
"baricitinib",1
"celecoxib",1
"chloroquine",1
"choline",1
"ciclesonide",1
"cidofovir",1
"clopidogrel",1
"colchicine",1
"cyanocobalamin",1
"cyclobenzaprine",1
"dapsone",1
"dextromethorphan",1
"fenofibrate",1
"fexofenadine",1
"fludrocortisone",1
"formaldehyde",1
"genistein",1
"gentamicin",1
"hydroxyzine",1
"isotretinoin",1
"l-lysine",1
"levodopa",1
"lidocaine",1
"maraviroc",1
"megestrol acetate",1
"meropenem",1
"metformin",1
"methadone",1
"methotrexate",1
"naproxen",1
"niclosamide",1
"nilotinib",1
"p-cresol",1
"penciclovir",1
"pentoxifylline",1
"pregabalin",1
"progesterone",1
"promethazine",1
"pyridostigmine",1
"riboflavin",1
"risperidone",1
"silibinin",1
"spironolactone",1
"sulbactam",1
"sulforaphane",1
"suramin",1
"tecovirimat",1
"tetracycline",1
"threonine",1
"trehalose",1
"up5",1
"valaciclovir",1
"venlafaxine",1
