"Drug","02-06-2021"
"ivermectin",3581
"hydroxychloroquine",762
"ibuprofen",170
"colchicine",161
"remdesivir",107
"plitidepsin",106
"penicillin",62
"dexamethasone",52
"azithromycin",48
"fluvoxamine",44
"niacin",30
"chloroquine",29
"leronlimab",29
"acetylcholine",27
"methylprednisolone",27
"nitazoxanide",26
"nifuroxazide",21
"quercetin",18
"dopamine",15
"acetaminophen",10
"doxycycline",10
"aviptadil",9
"quinine",9
"clozapine",8
"fentanyl",8
"calcifediol",7
"metformin",7
"curcumin",6
"potassium",6
"fluoxetine",5
"glutathione",5
"methadone",4
"methimazole",4
"nandrolone",4
"prednisone",4
"s-23",4
"thapsigargin",4
"thiamine",4
"actemra",3
"baricitinib",3
"cholecalciferol",3
"codeine",3
"famotidine",3
"indomethacin",3
"methotrexate",3
"potassium sulfate",3
"rapamycin",3
"selamectin",3
"urea",3
"aldosterone",2
"amantadine",2
"artemisinin",2
"artesunate",2
"astaxanthin",2
"atropine",2
"berberine",2
"cetylpyridinium",2
"chlorhexidine",2
"ciprofloxacin",2
"creatine",2
"epinephrine",2
"favipiravir",2
"fostamatinib",2
"glyphosate",2
"hydroxyzine",2
"ifenprodil",2
"kava",2
"lidocaine",2
"lopinavir",2
"naloxone",2
"orlistat",2
"oxycodone",2
"proline",2
"pyronaridine",2
"sarilumab",2
"thalidomide",2
"tocotrienol",2
"tryptophan",2
"activated charcoal",1
"alpha-pinene",1
"ambroxol",1
"amitriptyline",1
"anandamide",1
"angiotensin ii",1
"antipain",1
"asparagine",1
"benzocaine",1
"boron",1
"bradykinin",1
"bucillamine",1
"budesonide",1
"candesartan",1
"capsaicin",1
"captopril",1
"ceftriaxone",1
"cesium",1
"citrulline",1
"cladribine",1
"clindamycin",1
"crocin",1
"cyclosporine",1
"d-serine",1
"diphenhydramine",1
"emetine",1
"epoprostenol",1
"erdosteine",1
"escitalopram",1
"fingolimod",1
"formaldehyde",1
"fructose",1
"gentamicin",1
"hydrocodone",1
"imidazole",1
"indole",1
"l-glutamine",1
"leucine",1
"levocetirizine",1
"levodopa",1
"losartan",1
"maraviroc",1
"meclizine",1
"mirin",1
"neodymium",1
"nimesulide",1
"oleandrin",1
"oseltamivir",1
"p-cresol",1
"potassium chloride",1
"pregabalin",1
"protoporphyrin",1
"retinol",1
"ribavirin",1
"riboflavin",1
"salbutamol",1
"selinexor",1
"squalene",1
"tenalisib",1
"thimerosal",1
"tyrosine",1
"umbralisib",1
"valsartan",1
"vanadium",1
"venlafaxine",1
"warfarin",1
