"Drug","07-15-2022"
"ivermectin",310
"naltrexone",84
"hydroxychloroquine",70
"fentanyl",56
"glyphosate",53
"donepezil",46
"remdesivir",44
"quercetin",42
"fluvoxamine",35
"azithromycin",27
"colchicine",22
"methadone",20
"baricitinib",19
"ibuprofen",19
"fluticasone",15
"methotrexate",15
"dexamethasone",12
"niacin",12
"chloroquine",10
"uridine",10
"midazolam",9
"tromethamine",9
"mirtazapine",8
"bucillamine",7
"thalidomide",7
"artemisinin",6
"buprenorphine",6
"ketamine",6
"acetylcholine",5
"dopamine",5
"ritonavir",5
"vincristine",5
"amoxicillin",4
"budesonide",4
"favipiravir",4
"potassium",4
"resveratrol",4
"s-23",4
"cysteine",3
"doxycycline",3
"fingolimod",3
"glutathione",3
"guaifenesin",3
"ivabradine",3
"l-lysine",3
"lycopene",3
"prednisone",3
"ruxolitinib",3
"acetaminophen",2
"agomelatine",2
"alvelestat",2
"apixaban",2
"berberine",2
"capsaicin",2
"cholecalciferol",2
"curcumin",2
"dextromethorphan",2
"imatinib",2
"maraviroc",2
"methylprednisolone",2
"modafinil",2
"propofol",2
"spironolactone",2
"tryptophan",2
"vinpocetine",2
"activated charcoal",1
"adenosine",1
"amitriptyline",1
"angiotensin 1-7",1
"angiotensin ii",1
"arginine",1
"artesunate",1
"azelastine",1
"benzimidazole",1
"beta carotene",1
"boron",1
"bradykinin",1
"bufotenine",1
"cetirizine",1
"ciprofloxacin",1
"clozapine",1
"codeine",1
"crocin",1
"cytisine",1
"daunorubicin",1
"diphenhydramine",1
"erythromycin",1
"estradiol",1
"fenbendazole",1
"fisetin",1
"flurbiprofen",1
"gabapentin",1
"gadolinium",1
"indole",1
"kava",1
"levetiracetam",1
"levothyroxine",1
"loratadine",1
"lorazepam",1
"megestrol acetate",1
"meloxicam",1
"metformin",1
"methionine",1
"metoprolol",1
"misoprostol",1
"naringenin",1
"niclosamide",1
"omeprazole",1
"orlistat",1
"oxycodone",1
"oxytetracycline",1
"phenol",1
"phosphorus",1
"pravastatin",1
"prednisolone",1
"proline",1
"promethazine",1
"propranolol",1
"pseudoephedrine",1
"quinine",1
"ribose",1
"salbutamol",1
"sertraline",1
"spermidine",1
"sulforaphane",1
"tadalafil",1
"talopram",1
"tempol",1
"thiamine",1
"topiramate",1
"trehalose",1
