"Drug","11-30-2021"
"ivermectin",1930
"hydroxychloroquine",1267
"remdesivir",493
"thiamine",178
"quercetin",157
"dexamethasone",133
"spironolactone",107
"azithromycin",97
"fentanyl",77
"fluvoxamine",62
"chlorine dioxide",33
"curcumin",32
"cysteine",29
"niclosamide",28
"thalidomide",27
"bucillamine",20
"tromethamine",18
"ibuprofen",17
"ritonavir",17
"doxycycline",16
"formaldehyde",15
"favipiravir",14
"ketamine",14
"midazolam",13
"aviptadil",12
"cepharanthine",11
"chloroquine",11
"guanine",10
"niacin",10
"tempol",10
"leronlimab",9
"metformin",9
"baricitinib",8
"budesonide",8
"leucine",8
"prednisone",8
"lopinavir",7
"penicillin",7
"talopram",7
"colchicine",6
"glutathione",6
"quinine",6
"berberine",5
"calcifediol",5
"dopamine",5
"rupintrivir",5
"glycine",4
"methylprednisolone",4
"nilotinib",4
"vancomycin",4
"xanthohumol",4
"amantadine",3
"amoxicillin",3
"arginine",3
"fluconazole",3
"gadolinium",3
"masitinib",3
"naloxone",3
"rapamycin",3
"s-23",3
"vincristine",3
"warfarin",3
"abivertinib",2
"acetaminophen",2
"artemisinin",2
"artesunate",2
"aspartame",2
"astaxanthin",2
"atazanavir",2
"ciclesonide",2
"codeine",2
"dextromethorphan",2
"diphenhydramine",2
"epinephrine",2
"forskolin",2
"gabapentin",2
"gliclazide",2
"lisinopril",2
"mercurochrome",2
"plitidepsin",2
"propofol",2
"pyronaridine",2
"resveratrol",2
"sertraline",2
"suramin",2
"zanubrutinib",2
"acetylcysteine",1
"acyclovir",1
"aldosterone",1
"aluminum hydroxide",1
"alvelestat",1
"ambroxol",1
"ampicillin",1
"angiotensin ii",1
"apigenin",1
"benzodiazepine",1
"biotin",1
"bromhexine",1
"buprenorphine",1
"bv4",1
"camphor",1
"capsaicin",1
"cesium",1
"cholecalciferol",1
"citco",1
"cladribine",1
"clozapine",1
"cordycepin",1
"creatine",1
"creatinine",1
"dadle",1
"diclofenac",1
"diethylstilbestrol",1
"disulfiram",1
"entecavir",1
"famotidine",1
"fenofibrate",1
"fluoxetine",1
"fluticasone",1
"glyphosate",1
"histidine",1
"hyaluronic",1
"hydralazine",1
"hydroquinone",1
"indomethacin",1
"l-lysine",1
"lamotrigine",1
"levamisole",1
"mannose",1
"megestrol",1
"megestrol acetate",1
"methadone",1
"methotrexate",1
"mmda",1
"naringenin",1
"phthalocyanine",1
"potassium",1
"probenecid",1
"proline",1
"ramipril",1
"ribavirin",1
"rutin",1
"sodium chlorite",1
"tapentadol",1
"tramadol",1
"tryptophan",1
"ubiquinol",1
"umifenovir",1
"upamostat",1
"urea",1
"ursadiol",1
