"Drug","09-25-2021"
"ivermectin",4002
"remdesivir",447
"hydroxychloroquine",359
"doxycycline",293
"quercetin",155
"glycine",97
"oleandrin",84
"azithromycin",73
"thalidomide",61
"thiamine",59
"epoprostenol",41
"artemisinin",37
"fentanyl",34
"midazolam",26
"arginine",24
"dexamethasone",18
"chloroquine",17
"glutathione",16
"ritonavir",15
"apixaban",13
"budesonide",13
"cysteine",13
"ibuprofen",12
"lopinavir",12
"leronlimab",11
"mmda",11
"prednisone",11
"vincristine",10
"favipiravir",9
"sivelestat",8
"fenofibrate",7
"niclosamide",7
"oseltamivir",7
"acetaminophen",6
"propofol",6
"talopram",6
"amantadine",5
"maraviroc",5
"naloxone",5
"bupropion",4
"colchicine",4
"fostamatinib",4
"glyphosate",4
"niacin",4
"atorvastatin",3
"baricitinib",3
"cannabidiol",3
"curcumin",3
"dopamine",3
"fluvoxamine",3
"folic",3
"loratadine",3
"penicillin",3
"potassium",3
"silibinin",3
"tetracycline",3
"warfarin",3
"amoxicillin",2
"astaxanthin",2
"berberine",2
"capsaicin",2
"cholecalciferol",2
"dextromethorphan",2
"forskolin",2
"fructose",2
"ketamine",2
"manganese",2
"metformin",2
"methionine",2
"quinine",2
"resveratrol",2
"rivaroxaban",2
"s-23",2
"suramin",2
"umifenovir",2
"actemra",1
"activated charcoal",1
"aldosterone",1
"alfacalcidol",1
"aluminum hydroxide",1
"andrographolide",1
"antipain",1
"artesunate",1
"atropine",1
"berzosertib",1
"bradykinin",1
"bromhexine",1
"bufotenine",1
"buspirone",1
"calcifediol",1
"calcitriol",1
"chloride ion",1
"chlorine dioxide",1
"clemastine",1
"codeine",1
"cyclosporine",1
"daclatasvir",1
"dantrolene",1
"dutasteride",1
"erythromycin",1
"estradiol",1
"fenbendazole",1
"fisetin",1
"fucose",1
"hyaluronic",1
"imodium",1
"iodide",1
"ivabradine",1
"levodopa",1
"lidocaine",1
"lorazepam",1
"mebendazole",1
"mefloquine",1
"megestrol",1
"megestrol acetate",1
"methylprednisolone",1
"methylprednisone",1
"misoprostol",1
"montelukast",1
"naltrexone",1
"nitazoxanide",1
"oxycodone",1
"p-fluorofentanyl",1
"phenoxyethanol",1
"potassium chloride",1
"potassium iodide",1
"pravastatin",1
"prednisolone",1
"probenecid",1
"propiolactone",1
"ramatroban",1
"rapamycin",1
"retinol",1
"rifampicin",1
"ryanodine",1
"sarilumab",1
"silicon dioxide",1
"sirolimus",1
"sofosbuvir",1
"tiotropium",1
"tramadol",1
"xanthohumol",1
