"Drug","07-04-2022"
"naltrexone",410
"ivermectin",274
"hydroxychloroquine",142
"fentanyl",90
"midazolam",63
"quercetin",29
"berberine",22
"thalidomide",19
"ibuprofen",16
"orlistat",16
"methotrexate",13
"azithromycin",10
"ketamine",9
"dexamethasone",8
"chloroquine",6
"glutathione",6
"prednisone",6
"budesonide",5
"dopamine",5
"doxycycline",5
"minocycline",5
"acetaminophen",4
"aviptadil",4
"azelastine",4
"cysteine",4
"fluvoxamine",4
"metformin",4
"ritonavir",4
"rutin",4
"codeine",3
"maraviroc",3
"prednisolone",3
"propofol",3
"sertraline",3
"tryptophan",3
"acetylcholine",2
"amoxicillin",2
"cetirizine",2
"clemastine",2
"creatine",2
"famotidine",2
"hydrocortisone",2
"inulin",2
"lorazepam",2
"mifepristone",2
"modafinil",2
"montelukast",2
"pseudoephedrine",2
"resveratrol",2
"thiamine",2
"tobramycin",2
"tyrosine",2
"alanine",1
"alprazolam",1
"amantadine",1
"amlodipine",1
"amphetamine",1
"apixaban",1
"beta carotene",1
"camphor",1
"celecoxib",1
"clarithromycin",1
"clonidine",1
"clopidogrel",1
"colchicine",1
"desloratadine",1
"epinephrine",1
"guaifenesin",1
"imatinib",1
"itraconazole",1
"l-lysine",1
"loratadine",1
"manganese",1
"mefloquine",1
"megestrol acetate",1
"metoprolol",1
"naproxen",1
"nitrous oxide",1
"pancuronium",1
"proline",1
"promethazine",1
"putrescine",1
"quinidine",1
"quinine",1
"riboflavin",1
"s-23",1
"temazepam",1
"triamcinolone",1
"venlafaxine",1
"verapamil",1
"vincristine",1
