"Drug","12-17-2022"
"ivermectin",1641
"hydroxychloroquine",289
"fentanyl",124
"icosapent",80
"icosapent ethyl",80
"fluvoxamine",35
"quercetin",32
"ibuprofen",28
"glyphosate",23
"thalidomide",21
"guanfacine",18
"chloroquine",15
"midazolam",14
"niacin",13
"amoxicillin",11
"ritonavir",11
"aviptadil",10
"azithromycin",9
"acetaminophen",7
"codeine",7
"doxycycline",5
"dexamethasone",4
"gabapentin",4
"prednisone",4
"artemisinin",3
"artesunate",3
"aspartame",3
"creatinine",3
"emtricitabine",3
"fructose",3
"glutathione",3
"ketamine",3
"naproxen",3
"nitazoxanide",3
"prednisolone",3
"tryptophan",3
"acetylcysteine",2
"apixaban",2
"biotin",2
"budesonide",2
"carvedilol",2
"chlorine dioxide",2
"clonazepam",2
"dopamine",2
"formaldehyde",2
"lopinavir",2
"metformin",2
"methadone",2
"omeprazole",2
"quetiapine",2
"quinine",2
"amantadine",1
"atorvastatin",1
"baricitinib",1
"bpc-157",1
"buprenorphine",1
"calcifediol",1
"cefdinir",1
"cefoperazone",1
"cetirizine",1
"chlorpromazine",1
"cholecalciferol",1
"clindamycin",1
"clopidogrel",1
"colchicine",1
"curcumin",1
"desvenlafaxine",1
"diltiazem",1
"famotidine",1
"favipiravir",1
"fenbendazole",1
"fludrocortisone",1
"gentamicin",1
"glycine",1
"imatinib",1
"l-lysine",1
"maraviroc",1
"meropenem",1
"midodrine",1
"naltrexone",1
"oseltamivir",1
"potassium chloride",1
"proline",1
"propiolactone",1
"ramipril",1
"rivaroxaban",1
"sertraline",1
"sildenafil",1
"sulbactam",1
"tadalafil",1
"taurine",1
"titanium dioxide",1
"verteporfin",1
"vincristine",1
