"Drug","09-22-2021"
"ivermectin",5009
"remdesivir",1239
"hydroxychloroquine",906
"azithromycin",288
"quercetin",87
"fluvoxamine",72
"leronlimab",60
"chloroquine",43
"fentanyl",43
"midazolam",39
"dexamethasone",34
"artemisinin",32
"baricitinib",22
"maraviroc",21
"budesonide",20
"thalidomide",20
"chlorine dioxide",19
"ibuprofen",18
"colchicine",13
"favipiravir",13
"prednisone",13
"doxycycline",12
"niacin",12
"acetaminophen",10
"mmda",10
"penicillin",10
"loratadine",9
"probenecid",9
"quinine",8
"anandamide",6
"arginine",6
"glutathione",6
"ketamine",6
"fluoxetine",5
"metformin",5
"calcitriol",4
"dopamine",4
"methotrexate",4
"metoprolol",4
"talopram",4
"cysteine",3
"fenofibrate",3
"formaldehyde",3
"fostamatinib",3
"lidocaine",3
"potassium",3
"pseudoephedrine",3
"s-23",3
"thiamine",3
"thimerosal",3
"thymol",3
"vincristine",3
"amitriptyline",2
"amoxicillin",2
"amphotericin b",2
"aviptadil",2
"berberine",2
"cadmium",2
"calcifediol",2
"cinanserin",2
"curcumin",2
"empagliflozin",2
"glyphosate",2
"histidine",2
"l-lysine",2
"levothyroxine",2
"naproxen",2
"neodymium",2
"oseltamivir",2
"peramivir",2
"resveratrol",2
"titanium dioxide",2
"tyrosine",2
"vardenafil",2
"zanamivir",2
"acetylcholine",1
"actemra",1
"adenosine",1
"aluminum hydroxide",1
"am-630",1
"amantadine",1
"angiotensin ii",1
"aspartame",1
"atorvastatin",1
"auranofin",1
"azelastine",1
"bradykinin",1
"camphor",1
"cannabidiol",1
"cannabinol",1
"cetylpyridinium",1
"ciclesonide",1
"cladribine",1
"crocin",1
"danazol",1
"dutasteride",1
"ehna",1
"emricasan",1
"epigallocatechin",1
"eucalyptol",1
"famciclovir",1
"famotidine",1
"febuxostat",1
"fexofenadine",1
"finasteride",1
"folic",1
"glycine",1
"guanidine",1
"hyaluronic",1
"hydrocortisone",1
"imipramine",1
"indole",1
"iodide",1
"irinotecan",1
"ivabradine",1
"levodopa",1
"manganese",1
"maprotiline",1
"mefloquine",1
"megestrol",1
"megestrol acetate",1
"methylprednisolone",1
"mirin",1
"naloxone",1
"niclosamide",1
"nitazoxanide",1
"paclitaxel",1
"phenylalanine",1
"posaconazole",1
"proline",1
"propofol",1
"retinol",1
"ribose",1
"salbutamol",1
"sirolimus",1
"streptomycin",1
"suramin",1
"tadalafil",1
"telmisartan",1
"tempol",1
"tetracycline",1
"tramadol",1
"umifenovir",1
"urea",1
"uridine",1
"valinomycin",1
"vancomycin",1
