"Drug","06-28-2022"
"ivermectin",369
"fentanyl",136
"methotrexate",126
"hydroxychloroquine",64
"ibuprofen",23
"niacin",21
"chloroquine",19
"bucillamine",18
"quercetin",18
"thalidomide",13
"adenosine",12
"artemisinin",12
"midazolam",10
"prednisone",10
"fluvoxamine",8
"ketamine",7
"tromethamine",7
"dexamethasone",6
"gabapentin",6
"imatinib",6
"amoxicillin",5
"baricitinib",5
"famciclovir",5
"acetaminophen",4
"creatine",4
"dopamine",4
"mifepristone",4
"niclosamide",4
"potassium",4
"berberine",3
"budesonide",3
"calcifediol",3
"codeine",3
"famotidine",3
"glutathione",3
"naringenin",3
"reparixin",3
"acyclovir",2
"amitriptyline",2
"atorvastatin",2
"biotin",2
"bradykinin",2
"chlorhexidine",2
"colchicine",2
"diphenhydramine",2
"fingolimod",2
"fluoxetine",2
"liothyronine",2
"memantine",2
"metformin",2
"methadone",2
"misoprostol",2
"nelfinavir",2
"propofol",2
"ritonavir",2
"s-23",2
"siponimod",2
"tempol",2
"tryptophan",2
"alanine",1
"aldosterone",1
"alvelestat",1
"amantadine",1
"amphetamine",1
"arginine",1
"azelastine",1
"azithromycin",1
"benzocaine",1
"benzonatate",1
"beta carotene",1
"buprenorphine",1
"camostat",1
"capsaicin",1
"cenicriviroc",1
"cetirizine",1
"cetylpyridinium",1
"choline",1
"citrulline",1
"clofazimine",1
"cyclosporine",1
"desloratadine",1
"diazepam",1
"diltiazem",1
"docusate",1
"etoposide",1
"gentamicin",1
"guanidine",1
"haloperidol",1
"ibudilast",1
"isavuconazole",1
"ketotifen",1
"lactulose",1
"lamivudine",1
"larazotide",1
"lidocaine",1
"lisinopril",1
"magnesium citrate",1
"maraviroc",1
"megestrol acetate",1
"meropenem",1
"methionine",1
"mmda",1
"modafinil",1
"osimertinib",1
"palbociclib",1
"phenylephrine",1
"piperine",1
"prednisolone",1
"progesterone",1
"promethazine",1
"quinine",1
"risperidone",1
"rivaroxaban",1
"rutin",1
"sertraline",1
"sulbactam",1
"tamoxifen",1
"troglitazone",1
"urea",1
"voclosporin",1
"warfarin",1
