"Drug","08-19-2022"
"ivermectin",921
"metformin",174
"fentanyl",140
"fluvoxamine",89
"hydroxychloroquine",35
"quercetin",19
"budesonide",15
"hydromorphone",14
"crocin",13
"niacin",13
"midazolam",12
"ketamine",11
"prednisone",11
"rutin",11
"thalidomide",11
"chloroquine",10
"ibuprofen",10
"thymidine",10
"berberine",8
"methadone",8
"amitriptyline",7
"azithromycin",7
"naltrexone",7
"fluoxetine",6
"prazosin",6
"chlorine dioxide",5
"doxycycline",5
"glutathione",5
"minoxidil",5
"phenobarbital",5
"tromethamine",5
"baricitinib",4
"choline",4
"creatine",4
"dexamethasone",4
"cetylpyridinium",3
"codeine",3
"escitalopram",3
"omeprazole",3
"ouabain",3
"prednisolone",3
"ritonavir",3
"talopram",3
"acetylcysteine",2
"apilimod",2
"cannabidiol",2
"chlorhexidine",2
"creatinine",2
"cysteine",2
"diazepam",2
"famotidine",2
"glycine",2
"imatinib",2
"methotrexate",2
"mirtazapine",2
"nitrous oxide",2
"phenytoin",2
"piperacillin",2
"pyronaridine",2
"tazobactam",2
"thimerosal",2
"trehalose",2
"vancomycin",2
"venetoclax",2
"vincristine",2
"activated charcoal",1
"albendazole",1
"anastrozole",1
"aripiprazole",1
"aspartame",1
"bucillamine",1
"capsaicin",1
"cefpodoxime",1
"citalopram",1
"clotrimazole",1
"colchicine",1
"curcumin",1
"diethylstilbestrol",1
"etodolac",1
"etoricoxib",1
"fingolimod",1
"glyphosate",1
"l-lysine",1
"lidocaine",1
"lisinopril",1
"mefloquine",1
"melphalan",1
"metronidazole",1
"miconazole",1
"midodrine",1
"nicotinamide",1
"oxycodone",1
"phenylephrine",1
"proline",1
"propofol",1
"pseudoephedrine",1
"ranitidine",1
"resveratrol",1
"s-23",1
"selenomethionine",1
"suramin",1
"tafenoquine",1
"tecovirimat",1
"tofacitinib",1
"ubiquinol",1
"venlafaxine",1
