"Drug","05-12-2021"
"ivermectin",3944
"remdesivir",2175
"hydroxychloroquine",574
"baricitinib",500
"amphotericin b",251
"fluvoxamine",133
"budesonide",128
"azithromycin",70
"metformin",60
"actemra",54
"dexamethasone",38
"leronlimab",37
"chloroquine",33
"ibuprofen",27
"quercetin",27
"proline",26
"doxycycline",25
"calcifediol",21
"cyproheptadine",21
"fentanyl",21
"penicillin",21
"estradiol",18
"favipiravir",18
"niacin",15
"arginine",14
"prednisone",13
"aviptadil",12
"fluoxetine",12
"glyphosate",12
"methylprednisolone",12
"thalidomide",12
"fexofenadine",11
"fostamatinib",11
"ifenprodil",11
"lidocaine",11
"camphor",10
"cannabidiol",10
"prednisolone",10
"dopamine",9
"phosphorus",9
"acetaminophen",8
"cyclophosphamide",8
"levodopa",7
"colchicine",6
"crocin",6
"mmda",5
"posaconazole",5
"quinine",5
"s-23",5
"suramin",5
"camostat",4
"curcumin",4
"ketanserin",4
"lopinavir",4
"artemisinin",3
"artesunate",3
"aspartame",3
"buprenorphine",3
"codeine",3
"creatine",3
"losartan",3
"montelukast",3
"promethazine",3
"telmisartan",3
"vincristine",3
"2-deoxyglucose",2
"albendazole",2
"atropine",2
"berberine",2
"bradykinin",2
"bromhexine",2
"chlorine dioxide",2
"chlorpheniramine",2
"epinephrine",2
"erythromycin",2
"famotidine",2
"fingolimod",2
"formaldehyde",2
"glutathione",2
"hypochlorous",2
"ketamine",2
"mannitol",2
"moxonidine",2
"niclosamide",2
"nitazoxanide",2
"oleandrin",2
"pyronaridine",2
"ribavirin",2
"ritonavir",2
"simeprevir",2
"talopram",2
"thiamine",2
"tromethamine",2
"warfarin",2
"zotatifin",2
"acetylcysteine",1
"acyclovir",1
"adapalene",1
"alanine",1
"aldosterone",1
"aluminum hydroxide",1
"amantadine",1
"amitriptyline",1
"amlodipine",1
"amodiaquine",1
"amoxicillin",1
"angiotensin ii",1
"antipain",1
"astaxanthin",1
"bicalutamide",1
"biotin",1
"bleomycin",1
"brequinar",1
"ceftriaxone",1
"celecoxib",1
"ceramide",1
"chlorpromazine",1
"ciglitazone",1
"ciprofloxacin",1
"citalopram",1
"clofazimine",1
"clopidogrel",1
"clozapine",1
"cytidine",1
"d-glucose",1
"dabigatran",1
"dantrolene",1
"degarelix",1
"dipyridamole",1
"duloxetine",1
"ebselen",1
"ehna",1
"escitalopram",1
"fludrocortisone",1
"forskolin",1
"fructose",1
"gentamicin",1
"glucoraphanin",1
"histidine",1
"hydrocortisone",1
"indomethacin",1
"iodide",1
"kava",1
"ketoprofen",1
"levocetirizine",1
"loratadine",1
"malic",1
"manganese",1
"mannose",1
"megestrol",1
"megestrol acetate",1
"metamizole",1
"methadone",1
"methotrexate",1
"midazolam",1
"minocycline",1
"mitomycin",1
"nafamostat",1
"olanzapine",1
"pantoprazole",1
"pentobarbital",1
"phenibut",1
"phenol",1
"phenoxyethanol",1
"potassium",1
"progesterone",1
"propofol",1
"propranolol",1
"quetiapine",1
"sacubitril",1
"sertraline",1
"tacrolimus",1
"tamoxifen",1
"toremifene",1
"tunicamycin",1
"tyrosine",1
"upamostat",1
"urea",1
"uridine",1
"valsartan",1
"vanadium",1
