"Drug","05-31-2020"
"hydroxychloroquine",4256
"chloroquine",619
"remdesivir",599
"azithromycin",457
"ivermectin",174
"doxycycline",69
"fentanyl",57
"ramipril",41
"ibuprofen",38
"favipiravir",19
"mmda",16
"chlorine dioxide",15
"quinine",15
"riboflavin",14
"ruxolitinib",13
"methadone",11
"quercetin",10
"technetium tc-99m",10
"tetrofosmin",10
"famotidine",9
"nafamostat",7
"codeine",6
"lofepramine",6
"niacin",6
"ritonavir",6
"baricitinib",5
"camostat",5
"carprofen",5
"ceftriaxone",5
"celecoxib",5
"dopamine",5
"esketamine",5
"prednisone",5
"s-23",5
"thalidomide",5
"lopinavir",4
"nelfinavir",4
"penicillin",4
"warfarin",4
"abiraterone",3
"arginine",3
"camphor",3
"ciclesonide",3
"curcumin",3
"dexamethasone",3
"everolimus",3
"kava",3
"metformin",3
"naloxone",3
"neodymium",3
"potassium",3
"praziquantel",3
"selinexor",3
"sirolimus",3
"acetaminophen",2
"acyclovir",2
"aldosterone",2
"amy-101",2
"artemisinin",2
"bexarotene",2
"bradykinin",2
"cannabidiol",2
"cetilistat",2
"choline",2
"cysteine",2
"dantrolene",2
"darunavir",2
"fexofenadine",2
"galidesivir",2
"glutathione",2
"glycine",2
"hydroxyzine",2
"indole",2
"indole-3-carbinol",2
"indomethacin",2
"lisinopril",2
"methotrexate",2
"nitroglycerin",2
"nitrous oxide",2
"prednisolone",2
"ribavirin",2
"acetazolamide",1
"acetylcholine",1
"activated charcoal",1
"amoxicillin",1
"amphetamine",1
"ampicillin",1
"apilimod",1
"apixaban",1
"bafilomycin a1",1
"beta carotene",1
"boron",1
"chloramphenicol",1
"chlorhexidine",1
"citrulline",1
"clozapine",1
"colchicine",1
"cyclosporine",1
"digoxin",1
"dimethyl fumarate",1
"dofetilide",1
"ephedrine",1
"epinephrine",1
"fluoride ion",1
"formaldehyde",1
"ganciclovir",1
"glecaprevir",1
"glyphosate",1
"hesperidin",1
"hydrocortisone",1
"idebenone",1
"isoquercetin",1
"isotretinoin",1
"ketamine",1
"ledipasvir",1
"losartan",1
"lycopene",1
"manganese",1
"maraviroc",1
"mefloquine",1
"methionine",1
"methylprednisolone",1
"mifepristone",1
"nicotinamide",1
"nitazoxanide",1
"nystatin",1
"olaparib",1
"omeprazole",1
"osimertinib",1
"p-1075",1
"perchlorate",1
"propofol",1
"pseudoephedrine",1
"ribose",1
"rivastigmine",1
"ronnel",1
"rutin",1
"salbutamol",1
"sertraline",1
"simeprevir",1
"squalene",1
"tafenoquine",1
"tetracycline",1
"thiamine",1
"tramadol",1
"tyrosine",1
"umifenovir",1
"urea",1
"vanadium",1
"velpatasvir",1
"vincristine",1
"xanthine",1
