"Drug","03-09-2021"
"ivermectin",3382
"azithromycin",285
"hydroxychloroquine",252
"remdesivir",170
"fluvoxamine",101
"chloroquine",68
"fentanyl",63
"leronlimab",53
"dexamethasone",41
"nitazoxanide",33
"colchicine",27
"ibuprofen",22
"bromhexine",20
"mmda",20
"cyproheptadine",19
"favipiravir",19
"quercetin",15
"penicillin",14
"thalidomide",14
"budesonide",13
"niacin",12
"aviptadil",11
"potassium",11
"prednisone",11
"talopram",10
"potassium chloride",9
"s-23",9
"calcifediol",8
"doxycycline",7
"acetaminophen",6
"curcumin",6
"nintedanib",6
"atorvastatin",5
"bepridil",5
"cannabidiol",5
"ifenprodil",5
"resveratrol",5
"ambroxol",4
"apixaban",4
"baricitinib",4
"dopamine",4
"emricasan",4
"formaldehyde",4
"lenalidomide",4
"montelukast",4
"naloxone",4
"niclosamide",4
"sarilumab",4
"tacrolimus",4
"arecoline",3
"artesunate",3
"famotidine",3
"hydrocortisone",3
"jq1",3
"ketamine",3
"lidocaine",3
"lopinavir",3
"metformin",3
"methylprednisolone",3
"nebivolol",3
"propofol",3
"pyronaridine",3
"thimerosal",3
"tramadol",3
"actemra",2
"amodiaquine",2
"bucillamine",2
"buprenorphine",2
"camostat",2
"cesium",2
"codeine",2
"estradiol",2
"fexofenadine",2
"fluoxetine",2
"gabapentin",2
"galidesivir",2
"glycine",2
"hyaluronic",2
"hydrocodone",2
"losartan",2
"methotrexate",2
"midazolam",2
"pancuronium",2
"phosphorus",2
"pterostilbene",2
"tantalum",2
"theophylline",2
"warfarin",2
"zuclopenthixol",2
"abx-464",1
"aldoxorubicin",1
"amantadine",1
"amoxicillin",1
"amphetamine",1
"antipain",1
"apremilast",1
"artemisinin",1
"astaxanthin",1
"berberine",1
"biotin",1
"boron",1
"bradykinin",1
"cafedrine",1
"chlorine dioxide",1
"clarithromycin",1
"coumarin",1
"creatine",1
"dapagliflozin",1
"diclofenac",1
"dihydrocodeine",1
"dipyridamole",1
"donepezil",1
"doxorubicin",1
"epinephrine",1
"fludrocortisone",1
"folic",1
"forskolin",1
"glutathione",1
"glyphosate",1
"hypochlorous",1
"ibudilast",1
"indole",1
"isotretinoin",1
"ivabradine",1
"kava",1
"ketotifen",1
"l-lysine",1
"levodopa",1
"loratadine",1
"lurbinectedin",1
"mefloquine",1
"methadone",1
"midodrine",1
"mirin",1
"mt-21",1
"naltrexone",1
"naproxen",1
"nitrous oxide",1
"nitrous-oxide",1
"norepinephrine",1
"oleandrin",1
"omeprazole",1
"pentoxifylline",1
"perchlorate",1
"prednisolone",1
"promethazine",1
"propranolol",1
"quinine",1
"rh-1",1
"ritonavir",1
"ruxolitinib",1
"semaglutide",1
"sertraline",1
"sulfasalazine",1
"sulfonamides",1
"tenofovir",1
"tofacitinib",1
"toluene",1
