"Drug","12-17-2021"
"fentanyl",1985
"ivermectin",1775
"fluvoxamine",261
"midazolam",230
"quercetin",192
"hydroxychloroquine",182
"remdesivir",109
"dexamethasone",80
"baricitinib",52
"niacin",34
"naloxone",31
"ibuprofen",28
"colchicine",21
"chloroquine",18
"curcumin",17
"rivaroxaban",17
"s-23",15
"budesonide",14
"arginine",13
"nitazoxanide",13
"penicillin",13
"prednisone",13
"thalidomide",13
"azithromycin",12
"bucillamine",11
"ritonavir",11
"codeine",10
"dopamine",9
"leronlimab",8
"mifepristone",8
"glutathione",7
"cefazolin",6
"gentamicin",6
"methadone",6
"bromhexine",5
"cetylpyridinium",5
"diphenhydramine",5
"ketamine",5
"metformin",5
"niclosamide",5
"quinine",5
"acetaminophen",4
"amoxicillin",4
"calcifediol",4
"creatine",4
"favipiravir",4
"potassium",4
"cysteine",3
"doxycycline",3
"estradiol",3
"hypochlorous",3
"mirin",3
"tempol",3
"threonine",3
"actemra",2
"acyclovir",2
"astaxanthin",2
"aviptadil",2
"azelastine",2
"berberine",2
"calcitriol",2
"cannabidiol",2
"dantrolene",2
"formaldehyde",2
"glycine",2
"ibrutinib",2
"iodide",2
"lidocaine",2
"maraviroc",2
"mepyramine",2
"naltrexone",2
"omeprazole",2
"plitidepsin",2
"propranolol",2
"sertraline",2
"spermidine",2
"spironolactone",2
"acetylcysteine",1
"alprazolam",1
"aluminum hydroxide",1
"alvelestat",1
"amantadine",1
"amphotericin b",1
"antimony",1
"antipain",1
"artemisinin",1
"atropine",1
"benfotiamine",1
"benzonatate",1
"biotin",1
"bisoprolol",1
"boceprevir",1
"cadmium",1
"chlorine dioxide",1
"chromium",1
"cladribine",1
"clofoctol",1
"clonazepam",1
"creatinine",1
"cyproheptadine",1
"degarelix",1
"diazepam",1
"disulfiram",1
"dotatate",1
"duloxetine",1
"enzalutamide",1
"fenofibrate",1
"fostamatinib",1
"fructose",1
"furosemide",1
"guaifenesin",1
"hydroquinone",1
"imodium",1
"indole",1
"inositol",1
"l-lysine",1
"liothyronine",1
"loratadine",1
"mefloquine",1
"megestrol",1
"megestrol acetate",1
"meprobamate",1
"methacholine",1
"methotrexate",1
"methylcobalamin",1
"methylprednisolone",1
"mk-2206",1
"mmda",1
"nicotinamide",1
"oleandrin",1
"oseltamivir",1
"phentermine",1
"phenylephrine",1
"potassium iodide",1
"progesterone",1
"propofol",1
"ranitidine",1
"sargramostim",1
"tafamidis",1
"taurine",1
"thiamine",1
"thimerosal",1
"tofacitinib",1
"tramadol",1
"tryptophan",1
"tyrosine",1
"up5",1
"urea",1
"vincristine",1
"warfarin",1
"zanubrutinib",1
