"Drug","09-28-2021"
"ivermectin",6100
"remdesivir",317
"hydroxychloroquine",279
"azithromycin",188
"famotidine",108
"celecoxib",104
"fentanyl",82
"thalidomide",74
"fluvoxamine",67
"ritonavir",57
"atorvastatin",49
"quercetin",47
"dexamethasone",46
"doxycycline",42
"midazolam",42
"artemisinin",40
"chloroquine",26
"budesonide",22
"aviptadil",19
"penicillin",19
"ibuprofen",15
"mmda",15
"vincristine",15
"favipiravir",13
"metformin",12
"acetaminophen",11
"niacin",11
"acetylcysteine",10
"cepharanthine",10
"colchicine",10
"squalene",10
"tryptophan",10
"fenofibrate",9
"folic",9
"glutathione",9
"leronlimab",8
"s-23",8
"camostat",7
"cannabidiol",7
"clarithromycin",7
"nitazoxanide",7
"orlistat",7
"baricitinib",6
"calcifediol",6
"methadone",6
"cladribine",5
"fructose",5
"ketamine",5
"lopinavir",5
"prednisone",5
"adenosine",4
"chlorine dioxide",4
"dopamine",4
"formaldehyde",4
"methotrexate",4
"potassium",4
"ranitidine",4
"suramin",4
"actemra",3
"arginine",3
"codeine",3
"curcumin",3
"fluticasone",3
"lisinopril",3
"magnesium stearate",3
"methylprednisolone",3
"niclosamide",3
"sarilumab",3
"talopram",3
"aldosterone",2
"bradykinin",2
"bupropion",2
"cetylpyridinium",2
"cimetidine",2
"cysteine",2
"dextromethorphan",2
"epinephrine",2
"fostamatinib",2
"glycine",2
"hydroquinone",2
"lidocaine",2
"loratadine",2
"mercurochrome",2
"phosphorus",2
"probenecid",2
"proline",2
"quinine",2
"resveratrol",2
"semaglutide",2
"simvastatin",2
"tramadol",2
"umifenovir",2
"uproleselan",2
"warfarin",2
"alprazolam",1
"amoxicillin",1
"amphetamine",1
"antipain",1
"apocynin",1
"artesunate",1
"aspartame",1
"astaxanthin",1
"atropine",1
"berberine",1
"bucillamine",1
"calcitriol",1
"capsaicin",1
"carvedilol",1
"ceftriaxone",1
"chlorpheniramine",1
"chlorthalidone",1
"cinnarizine",1
"clonazepam",1
"crocin",1
"dantrolene",1
"diazepam",1
"doxylamine",1
"epoprostenol",1
"erythromycin",1
"fingolimod",1
"fludrocortisone",1
"fluoxetine",1
"glyphosate",1
"hypochlorous",1
"hypoxanthine",1
"indomethacin",1
"levodopa",1
"lorazepam",1
"mannose",1
"mefloquine",1
"megestrol",1
"megestrol acetate",1
"methionine",1
"miconazole",1
"minocycline",1
"misoprostol",1
"mitoxantrone",1
"modafinil",1
"naloxone",1
"naproxen",1
"nicotinamide",1
"olanzapine",1
"oxycodone",1
"pg-9",1
"phenobarbital",1
"phenylbutazone",1
"phosphocreatine",1
"pioglitazone",1
"plitidepsin",1
"potassium chloride",1
"propofol",1
"rapamycin",1
"retinol",1
"salbutamol",1
"sofosbuvir",1
"spironolactone",1
"strychnine",1
"thiamine",1
"tromethamine",1
"tyrosine",1
"vancomycin",1
"verdiperstat",1
"zanubrutinib",1
