"Drug","06-10-2020"
"hydroxychloroquine",2937
"remdesivir",1066
"chloroquine",560
"ivermectin",275
"fentanyl",183
"azithromycin",69
"favipiravir",37
"acalabrutinib",22
"s-23",21
"progesterone",20
"losmapimod",19
"ibuprofen",18
"methadone",13
"sofosbuvir",12
"doxycycline",11
"famotidine",10
"albendazole",9
"galidesivir",9
"quinine",9
"baricitinib",8
"colchicine",8
"dopamine",8
"angiotensin 1-7",7
"cyclosporine",7
"phosphorus",7
"ketamine",6
"warfarin",6
"cysteine",5
"quercetin",5
"tyrosine",5
"codeine",4
"ifenprodil",4
"imatinib",4
"isoquercetin",4
"mmda",4
"rifampicin",4
"antimony",3
"camphor",3
"cannabidiol",3
"montelukast",3
"naloxone",3
"ractopamine",3
"rifabutin",3
"ruxolitinib",3
"selinexor",3
"activated charcoal",2
"amantadine",2
"atazanavir",2
"celecoxib",2
"dantrolene",2
"degarelix",2
"dextromethorphan",2
"diazepam",2
"fucose",2
"glycine",2
"kava",2
"lefamulin",2
"levodopa",2
"mannose",2
"merimepodib",2
"mifepristone",2
"misoprostol",2
"norepinephrine",2
"potassium",2
"urea",2
"vincristine",2
"acetaminophen",1
"acetylcholine",1
"acyclovir",1
"adenine",1
"allicin",1
"amoxicillin",1
"amphetamine",1
"arginine",1
"astaxanthin",1
"beta carotene",1
"biotin",1
"bucillamine",1
"buprenorphine",1
"cadmium",1
"calcium silicate",1
"cefepime",1
"chlorhexidine",1
"chlorine dioxide",1
"choline",1
"clindamycin",1
"creatine",1
"crocin",1
"cypermethrin",1
"dapsone",1
"darunavir",1
"diethylstilbestrol",1
"digoxin",1
"disulfiram",1
"epigallocatechin",1
"epinephrine",1
"forskolin",1
"fructose",1
"guanidine",1
"hydroxyzine",1
"indomethacin",1
"isoxaflutole",1
"letrozole",1
"levofloxacin",1
"lidocaine",1
"lofepramine",1
"lopinavir",1
"lorazepam",1
"manganese",1
"megestrol",1
"megestrol acetate",1
"modafinil",1
"moxifloxacin",1
"nafamostat",1
"niclosamide",1
"praziquantel",1
"prednisolone",1
"prednisone",1
"proline",1
"promethazine",1
"propofol",1
"pyrithione",1
"ribavirin",1
"ritonavir",1
"squalene",1
"tramadol",1
"valsartan",1
"vancomycin",1
