"Drug","08-26-2021"
"ivermectin",14197
"hydroxychloroquine",1274
"nitazoxanide",337
"remdesivir",279
"fluvoxamine",174
"dexamethasone",167
"quercetin",131
"tofacitinib",122
"sarilumab",120
"fenofibrate",105
"fentanyl",79
"thalidomide",73
"chloroquine",41
"niacin",36
"prednisone",32
"actemra",31
"ketamine",30
"azithromycin",29
"ibuprofen",24
"aluminum hydroxide",23
"clarithromycin",23
"midazolam",21
"doxycycline",20
"leronlimab",20
"famotidine",18
"penicillin",18
"budesonide",16
"baricitinib",14
"favipiravir",14
"colchicine",13
"glutathione",13
"curcumin",12
"glyphosate",12
"quinine",10
"aviptadil",9
"cannabidiol",9
"niclosamide",9
"astaxanthin",8
"hesperidin",8
"methadone",8
"taurine",8
"arginine",7
"berberine",7
"cetirizine",7
"metformin",7
"spironolactone",7
"vincristine",7
"atorvastatin",6
"clonazepam",6
"estradiol",6
"formaldehyde",6
"isoquercetin",6
"montelukast",6
"talopram",6
"tempol",6
"cysteine",5
"dopamine",5
"idronoxil",5
"levodopa",5
"methylprednisolone",5
"mifepristone",5
"mmda",5
"potassium",5
"acetaminophen",4
"artemisinin",4
"cyclophosphamide",4
"dutasteride",4
"fructose",4
"adenosine",3
"amantadine",3
"amoxicillin",3
"bradykinin",3
"cetylpyridinium",3
"codeine",3
"fenbendazole",3
"omeprazole",3
"rutin",3
"tryptophan",3
"acyclovir",2
"ceftriaxone",2
"celecoxib",2
"chlorine dioxide",2
"creatine",2
"dantrolene",2
"folic",2
"forskolin",2
"fostamatinib",2
"gemcitabine",2
"imodium",2
"indole",2
"kava",2
"methylphenidate",2
"oleandrin",2
"oseltamivir",2
"oxycodone",2
"phenobarbital",2
"posaconazole",2
"propofol",2
"rocuronium",2
"s-23",2
"thiamine",2
"warfarin",2
"acepromazine",1
"acetylcysteine",1
"aldosterone",1
"aluminum chloride",1
"amphetamine",1
"amphotericin b",1
"angiotensin ii",1
"artesunate",1
"benzodiazepine",1
"bicalutamide",1
"bromhexine",1
"buclizine",1
"buprenorphine",1
"camostat",1
"cannabinol",1
"catechin",1
"chloramphenicol",1
"citco",1
"creatinine",1
"cycloheximide",1
"cyproheptadine",1
"darunavir",1
"emetine",1
"escitalopram",1
"esomeprazole",1
"finasteride",1
"fingolimod",1
"flunixin",1
"fluoxetine",1
"furosemide",1
"gabapentin",1
"gefitinib",1
"hydrocodone",1
"icosapent",1
"icosapent ethyl",1
"imatinib",1
"indomethacin",1
"inositol",1
"ivabradine",1
"lisinopril",1
"mannose",1
"masitinib",1
"meclizine",1
"mefloquine",1
"megestrol",1
"megestrol acetate",1
"methotrexate",1
"ml-9",1
"naloxone",1
"nimesulide",1
"nitrite",1
"oxymetazoline",1
"pantoprazole",1
"potassium chloride",1
"pregnenolone",1
"proline",1
"ranitidine",1
"ritonavir",1
"salbutamol",1
"sertraline",1
"sildenafil",1
"simvastatin",1
"squalamine",1
"tazobactam",1
"terbinafine",1
"thimerosal",1
"threonine",1
"toluene",1
"tramadol",1
"tyrosine",1
"valsartan",1
"vancomycin",1
"xanthine",1
"zopiclone",1
