"Drug","04-29-2020"
"remdesivir",40155
"hydroxychloroquine",12595
"chloroquine",2634
"azithromycin",1230
"famotidine",186
"favipiravir",142
"ivermectin",124
"glyphosate",99
"chlorine dioxide",85
"fentanyl",71
"ibuprofen",51
"quinine",50
"s-23",42
"ropivacaine",36
"methionine",35
"sinefungin",35
"salbutamol",32
"lopinavir",29
"progesterone",27
"ifenprodil",25
"ritonavir",23
"ronnel",23
"penicillin",22
"methadone",19
"metformin",18
"quercetin",18
"camostat",17
"titanium dioxide",17
"galidesivir",14
"aldosterone",13
"adenosine",12
"nelfinavir",12
"angiotensin ii",11
"formaldehyde",11
"glutathione",11
"oseltamivir",11
"amoxicillin",10
"ciprofloxacin",10
"doxycycline",10
"cannabidiol",9
"chlorhexidine",9
"colchicine",9
"potassium",9
"cefuroxime",8
"dopamine",8
"thalidomide",8
"acetaminophen",7
"acetazolamide",7
"artemisinin",7
"cyclosporine",7
"merimepodib",7
"naloxone",7
"niraparib",7
"ranitidine",7
"ribavirin",7
"acalabrutinib",6
"ketamine",6
"losartan",6
"methyl isocyanate",6
"mmda",6
"nicotinamide",6
"thiamine",6
"camphor",5
"celastrol",5
"codeine",5
"estradiol",5
"nafamostat",5
"naltrexone",5
"squalene",5
"vancomycin",5
"creatine",4
"levodopa",4
"methotrexate",4
"niclosamide",4
"phosphorus",4
"prazosin",4
"spironolactone",4
"tamsulosin",4
"warfarin",4
"andrographolide",3
"clozapine",3
"curcumin",3
"dapagliflozin",3
"emodin",3
"emricasan",3
"ibudilast",3
"kava",3
"ketoprofen",3
"mefloquine",3
"minoxidil",3
"niacin",3
"osimertinib",3
"prednisone",3
"riboflavin",3
"sodium hydroxide",3
"spermidine",3
"squalamine",3
"tenofovir",3
"tramadol",3
"umifenovir",3
"valsartan",3
"vigabatrin",3
"vincristine",3
"zafirlukast",3
"acyclovir",2
"allicin",2
"amlodipine",2
"bafilomycin a1",2
"baricitinib",2
"benidipine",2
"benzodiazepine",2
"boron",2
"capmatinib",2
"choline",2
"clopidogrel",2
"creatinine",2
"cysteine",2
"diazepam",2
"didanosine",2
"emtricitabine",2
"fenbendazole",2
"fructose",2
"hydrocortisone",2
"hydroquinone",2
"imatinib",2
"itraconazole",2
"l-lysine",2
"luteolin",2
"maraviroc",2
"megestrol",2
"megestrol acetate",2
"methylthioninium",2
"montelukast",2
"nifedipine",2
"nitazoxanide",2
"olaparib",2
"pacritinib",2
"pyronaridine",2
"rhein",2
"rivaroxaban",2
"ruxolitinib",2
"sacubitril",2
"seliciclib",2
"selinexor",2
"setrobuvir",2
"sodium fluoride",2
"tacrolimus",2
"talopram",2
"uracil",2
"acetylcholine",1
"actinium",1
"activated charcoal",1
"adenine",1
"alprostadil",1
"ambroxol",1
"amphetamine",1
"ampicillin",1
"apilimod",1
"argatroban",1
"arginine",1
"artemether",1
"auranofin",1
"beta carotene",1
"bictegravir",1
"biotin",1
"bradykinin",1
"bromhexine",1
"bucillamine",1
"buprenorphine",1
"cadmium",1
"cafedrine",1
"carmofur",1
"catechin",1
"ceftriaxone",1
"cetirizine",1
"chloroxylenol",1
"chromium",1
"ciclesonide",1
"cidofovir",1
"citicoline",1
"citrulline",1
"clarithromycin",1
"clonazepam",1
"cobalamin",1
"darinaparsin",1
"darunavir",1
"dexamethasone",1
"dimethyl sulfoxide",1
"dipyridamole",1
"disulfiram",1
"ebselen",1
"ec-17",1
"efavirenz",1
"emetine",1
"enalapril",1
"enrofloxacin",1
"epinephrine",1
"erdosteine",1
"eucalyptol",1
"exemestane",1
"fluticasone",1
"forskolin",1
"gilteritinib",1
"guaifenesin",1
"guanine",1
"guanosine",1
"hesperidin",1
"hydrocodone",1
"ibrutinib",1
"imetelstat",1
"indium",1
"indomethacin",1
"iniparib",1
"inosine",1
"inosine pranobex",1
"lactulose",1
"lamivudine",1
"lofepramine",1
"magnesium citrate",1
"manganese",1
"mesalazine",1
"methylprednisone",1
"midazolam",1
"neostigmine",1
"olanzapine",1
"orlistat",1
"pentoxifylline",1
"perindopril",1
"phenobarbital",1
"phenol",1
"pioglitazone",1
"plitidepsin",1
"pregabalin",1
"promethazine",1
"pyridostigmine",1
"pyridoxine",1
"resveratrol",1
"ribose",1
"risperidone",1
"sertraline",1
"sodium chlorite",1
"sofosbuvir",1
"sotalol",1
"succinylcholine",1
"tamoxifen",1
"tantalum",1
"tetracycline",1
"thimerosal",1
"thiocitrulline",1
"tofacitinib",1
"tryptophan",1
"vanadium",1
"vardenafil",1
"varenicline",1
"veliparib",1
"venetoclax",1
"zidovudine",1
