"Drug","04-13-2021"
"ivermectin",2724
"remdesivir",1828
"arginine",1054
"budesonide",641
"hydroxychloroquine",242
"leronlimab",98
"dexamethasone",63
"azithromycin",55
"fostamatinib",55
"thiamine",54
"chlorine dioxide",51
"fentanyl",49
"levodopa",38
"ibuprofen",35
"mifepristone",35
"quercetin",31
"acetaminophen",23
"doxycycline",22
"montelukast",21
"thalidomide",21
"favipiravir",19
"calcitriol",18
"chloroquine",15
"fexofenadine",15
"penicillin",14
"fluvoxamine",13
"baricitinib",12
"actemra",11
"camphor",11
"estradiol",11
"niacin",11
"dapagliflozin",10
"cannabidiol",9
"fluoxetine",8
"progesterone",8
"amantadine",7
"nitazoxanide",7
"aviptadil",6
"glutathione",6
"prednisolone",6
"semaglutide",6
"astaxanthin",5
"glycine",5
"ketamine",5
"warfarin",5
"apabetalone",4
"avoralstat",4
"berberine",4
"chlorhexidine",4
"colchicine",4
"diazepam",4
"methylprednisolone",4
"quinine",4
"ruxolitinib",4
"bromhexine",3
"cladribine",3
"etoricoxib",3
"hydroxyzine",3
"metformin",3
"methadone",3
"niclosamide",3
"prednisone",3
"resveratrol",3
"vincristine",3
"angiotensin ii",2
"aspartame",2
"bucillamine",2
"camostat",2
"ceftriaxone",2
"citalopram",2
"codeine",2
"curcumin",2
"dextromethorphan",2
"dopamine",2
"duloxetine",2
"fructose",2
"hypochlorous",2
"l-lysine",2
"leucine",2
"methotrexate",2
"tenofovir",2
"acetylcholine",1
"aldosterone",1
"allicin",1
"alprazolam",1
"ambroxol",1
"ampicillin",1
"antipain",1
"aripiprazole",1
"artesunate",1
"beta carotene",1
"boron",1
"bradykinin",1
"cadmium",1
"cefuroxime",1
"cetirizine",1
"chloroxylenol",1
"chromium",1
"ciclesonide",1
"cobicistat",1
"cyproheptadine",1
"darunavir",1
"diclofenac",1
"disulfiram",1
"doramectin",1
"ebselen",1
"epinephrine",1
"estradiol benzoate",1
"estradiol-benzoate",1
"fipronil",1
"formaldehyde",1
"formoterol",1
"forskolin",1
"gadolinium",1
"galidesivir",1
"gentamicin",1
"hyaluronic",1
"hydrocortisone",1
"ibrutinib",1
"imipramine",1
"imodium",1
"indomethacin",1
"kava",1
"levothyroxine",1
"lidocaine",1
"linezolid",1
"luteolin",1
"manganese",1
"marimastat",1
"mirin",1
"mmda",1
"mometasone",1
"motixafortide",1
"mupirocin",1
"nafamostat",1
"naloxone",1
"naproxen",1
"nifedipine",1
"niobium",1
"olanzapine",1
"oxymetazoline",1
"oxytetracycline",1
"pentoxifylline",1
"perindopril",1
"phosphorus",1
"pioglitazone",1
"plitidepsin",1
"potassium",1
"prinomastat",1
"raloxifene",1
"rapamycin",1
"riboflavin",1
"risperidone",1
"ritonavir",1
"ronnel",1
"s-23",1
"sarilumab",1
"selamectin",1
"sulbactam",1
"tazobactam",1
"tetracycline",1
"thimerosal",1
"trazodone",1
"tryptophan",1
"tucatinib",1
