"Drug","09-15-2020"
"s-23",1668
"hydroxychloroquine",1591
"remdesivir",482
"azithromycin",345
"baricitinib",127
"dexamethasone",98
"fentanyl",84
"bradykinin",82
"chloroquine",68
"quercetin",58
"ambroxol",39
"ibuprofen",37
"glyphosate",35
"colchicine",27
"ropivacaine",23
"squalene",23
"ivermectin",20
"bromhexine",19
"calcifediol",19
"chlorine dioxide",17
"quinine",14
"lopinavir",12
"favipiravir",11
"methadone",11
"famotidine",10
"naloxone",9
"acetaminophen",8
"cetirizine",8
"doxycycline",8
"ketamine",8
"glutathione",7
"penicillin",7
"phosphorus",6
"ruxolitinib",6
"thalidomide",6
"vincristine",6
"cannabinol",5
"clozapine",5
"codeine",5
"metformin",5
"oleandrin",5
"thiamine",5
"hydrocortisone",4
"indomethacin",4
"aldosterone",3
"amoxicillin",3
"chromium",3
"fructose",3
"toluene",3
"amodiaquine",2
"apixaban",2
"artemether",2
"artesunate",2
"aviptadil",2
"beta carotene",2
"bivalirudin",2
"budesonide",2
"buprenorphine",2
"cadmium",2
"cannabidiol",2
"epigallocatechin",2
"galidesivir",2
"lumefantrine",2
"magnesium chloride",2
"manganese",2
"phenol",2
"potassium",2
"pyronaridine",2
"talopram",2
"urea",2
"acamprosate",1
"acetylcholine",1
"acetylcysteine",1
"adapalene",1
"albendazole",1
"amantadine",1
"amitriptyline",1
"andrographolide",1
"angiotensin 1-7",1
"antimony",1
"artemisinin",1
"atropine",1
"bosentan",1
"bucillamine",1
"calcium citrate",1
"camostat",1
"capsaicin",1
"ceftriaxone",1
"ciclesonide",1
"crocin",1
"cyproheptadine",1
"dantrolene",1
"diazepam",1
"digoxin",1
"disulfiram",1
"etoposide",1
"flaviolin",1
"fluoxetine",1
"formoterol",1
"furosemide",1
"gabapentin",1
"hydrocodone",1
"hydroxytyrosol",1
"icatibant",1
"icosapent",1
"icosapent ethyl",1
"ifenprodil",1
"iodide",1
"kava",1
"lenalidomide",1
"levodopa",1
"loratadine",1
"lycopene",1
"mefloquine",1
"mifepristone",1
"molybdenum",1
"montelukast",1
"nafamostat",1
"naltrexone",1
"niacin",1
"niobium",1
"nitrite",1
"norethindrone",1
"omeprazole",1
"oseltamivir",1
"oxymetazoline",1
"potassium iodide",1
"prednisone",1
"pregabalin",1
"procaine",1
"progesterone",1
"puromycin",1
"raloxifene",1
"sertraline",1
"sphingosine",1
"spironolactone",1
"titanium dioxide",1
"tofacitinib",1
"tramadol",1
"tyrosine",1
"upadacitinib",1
"vanadium",1
"vericiguat",1
"voriconazole",1
"vortioxetine",1
"warfarin",1
