"Drug","02-03-2022"
"ivermectin",2103
"remdesivir",534
"fentanyl",418
"midazolam",313
"cannabidiol",74
"quercetin",69
"niacin",58
"ibuprofen",39
"chloroquine",25
"fluvoxamine",25
"vincristine",23
"budesonide",22
"ritonavir",21
"dexamethasone",20
"hydroxychloroquine",20
"leronlimab",19
"prednisone",19
"acetaminophen",17
"azithromycin",17
"baricitinib",17
"doxycycline",16
"oxymetazoline",15
"penicillin",15
"artemisinin",14
"boceprevir",14
"rivaroxaban",13
"favipiravir",12
"dopamine",11
"thalidomide",11
"tryptophan",11
"gabapentin",9
"naloxone",9
"famotidine",8
"s-23",7
"aldosterone",6
"tempol",6
"glutathione",5
"nifedipine",5
"paroxetine",5
"potassium",5
"venlafaxine",5
"warfarin",5
"apabetalone",4
"aviptadil",4
"cetylpyridinium",4
"curcumin",4
"cysteine",4
"folic",4
"formaldehyde",4
"luteolin",4
"methadone",4
"amphotericin b",3
"chlorine dioxide",3
"creatinine",3
"glycine",3
"ketamine",3
"mannose",3
"maraviroc",3
"methylprednisolone",3
"mmda",3
"nitrous oxide",3
"nitrous-oxide",3
"posaconazole",3
"quinine",3
"talopram",3
"adenosine",2
"fostamatinib",2
"fructose",2
"glyphosate",2
"levothyroxine",2
"lidocaine",2
"montelukast",2
"pregabalin",2
"proline",2
"resveratrol",2
"rutin",2
"suramin",2
"up5",2
"alfentanil",1
"amitriptyline",1
"amoxicillin",1
"amphetamine",1
"andrographolide",1
"aniline",1
"antipain",1
"arginine",1
"artesunate",1
"aspartame",1
"azelastine",1
"benzonatate",1
"biotin",1
"bucillamine",1
"bucindolol",1
"capsaicin",1
"carboplatin",1
"cholecalciferol",1
"codeine",1
"colchicine",1
"cyclizine",1
"cyproheptadine",1
"diltiazem",1
"diphenhydramine",1
"fingolimod",1
"flutamide",1
"fluticasone",1
"fucose",1
"gemcitabine",1
"guaifenesin",1
"guanosine",1
"haloperidol",1
"histidine",1
"hyaluronic",1
"hydrocodone",1
"hydrocortisone",1
"hypochlorous",1
"imodium",1
"indomethacin",1
"iodide",1
"kava",1
"l-lysine",1
"levodopa",1
"magnesium chloride",1
"mefloquine",1
"megestrol",1
"megestrol acetate",1
"methotrexate",1
"metoprolol",1
"micafungin",1
"minocycline",1
"minoxidil",1
"mirin",1
"oxycodone",1
"phosphocreatine",1
"piroxicam",1
"potassium iodide",1
"prasugrel",1
"promethazine",1
"propranolol",1
"pyronaridine",1
"ribavirin",1
"riociguat",1
"sarilumab",1
"scopolamine",1
"sertraline",1
"spironolactone",1
"stannous fluoride",1
"sulforaphane",1
"taurine",1
"threonine",1
"trehalose",1
"trimethoprim",1
"tyrosine",1
"venetoclax",1
