"Drug","03-27-2021"
"ivermectin",2833
"hydroxychloroquine",567
"colchicine",193
"azithromycin",165
"doxycycline",99
"remdesivir",63
"niacin",49
"quercetin",44
"ibuprofen",35
"chloroquine",30
"leronlimab",30
"fentanyl",23
"aviptadil",20
"fluvoxamine",19
"dexamethasone",17
"acetaminophen",15
"angiotensin ii",11
"estradiol",10
"fostamatinib",9
"riboflavin",8
"thalidomide",8
"diclofenac",7
"cannabidiol",6
"epigallocatechin",6
"quinine",6
"vincristine",6
"amantadine",5
"astaxanthin",5
"baricitinib",5
"berberine",5
"famotidine",5
"ketamine",5
"oxymetazoline",5
"penicillin",5
"pyronaridine",5
"spironolactone",5
"acetylcholine",4
"artesunate",4
"bromhexine",4
"budesonide",4
"cetirizine",4
"codeine",4
"prednisone",4
"selinexor",4
"sulforaphane",4
"tacrolimus",4
"clofazimine",3
"curcumin",3
"dopamine",3
"fucose",3
"galactose",3
"montelukast",3
"thiamine",3
"adenine",2
"atorvastatin",2
"atropine",2
"camostat",2
"camphor",2
"epicatechin",2
"epinephrine",2
"fluoxetine",2
"gadolinium",2
"glycine",2
"hyperoside",2
"ifenprodil",2
"levodopa",2
"metformin",2
"niclosamide",2
"nicotinamide",2
"plitidepsin",2
"prednisolone",2
"progesterone",2
"propranolol",2
"quinacrine",2
"resveratrol",2
"ropivacaine",2
"rutin",2
"tilorone",2
"acalabrutinib",1
"acetylcysteine",1
"aldosterone",1
"amikacin",1
"amphetamine",1
"apixaban",1
"arginine",1
"artemisinin",1
"biotin",1
"boron",1
"calcifediol",1
"capsaicin",1
"carbamazepine",1
"chlorine dioxide",1
"cholecalciferol",1
"chromium",1
"clarithromycin",1
"creatinine",1
"cyclosporine",1
"desloratadine",1
"diphenhydramine",1
"donepezil",1
"entecavir",1
"erythromycin",1
"fexofenadine",1
"fingolimod",1
"folic",1
"furosemide",1
"guaifenesin",1
"guanosine",1
"histidine",1
"hydrocortisone",1
"hypochlorous",1
"ibrutinib",1
"indole",1
"isepamicin",1
"l-lysine",1
"lamotrigine",1
"lopinavir",1
"malic",1
"mannose",1
"maraviroc",1
"mefloquine",1
"meldonium",1
"memantine",1
"methotrexate",1
"methylcobalamin",1
"mirabegron",1
"mmda",1
"naproxen",1
"nifuroxazide",1
"nitazoxanide",1
"oseltamivir",1
"phenytoin",1
"potassium",1
"prasugrel",1
"propiolactone",1
"protoporphyrin",1
"rapamycin",1
"rubidium",1
"ryanodine",1
"s-23",1
"sarilumab",1
"siltuximab",1
"siponimod",1
"squalene",1
"talopram",1
"tamsulosin",1
"ticagrelor",1
"triclosan",1
"uracil",1
"vancomycin",1
"warfarin",1
