"Drug","09-13-2020"
"hydroxychloroquine",4213
"remdesivir",635
"ivermectin",533
"dexamethasone",444
"ibuprofen",444
"acetaminophen",424
"azithromycin",246
"bradykinin",188
"quercetin",94
"chloroquine",61
"fentanyl",35
"methadone",34
"calcifediol",24
"glutathione",18
"chlorine dioxide",16
"naltrexone",16
"quinine",16
"doxycycline",12
"methylprednisolone",11
"hydrocortisone",10
"dopamine",9
"losartan",9
"squalene",8
"favipiravir",7
"aviptadil",6
"calcitriol",6
"cholecalciferol",6
"enzalutamide",6
"formaldehyde",6
"nitrous oxide",6
"silmitasertib",6
"colchicine",5
"indomethacin",5
"penicillin",5
"s-23",5
"thiamine",5
"artemisinin",4
"budesonide",4
"prednisone",4
"resveratrol",4
"chromium",3
"codeine",3
"diazepam",3
"ketamine",3
"mefloquine",3
"midazolam",3
"oleandrin",3
"phosphorus",3
"potassium",3
"ropivacaine",3
"thalidomide",3
"urea",3
"vincristine",3
"warfarin",3
"aldosterone",2
"amoxicillin",2
"boron",2
"dantrolene",2
"etoposide",2
"famotidine",2
"fructose",2
"glyphosate",2
"hydroquinone",2
"l-lysine",2
"nitazoxanide",2
"prostaglandin d2",2
"ramatroban",2
"acetylcysteine",1
"amphetamine",1
"apilimod",1
"apixaban",1
"arginine",1
"bivalirudin",1
"bromhexine",1
"camphor",1
"cannabidiol",1
"clonazepam",1
"crocin",1
"curcumin",1
"cyproheptadine",1
"cysteine",1
"diethylcarbamazine",1
"emodin",1
"fenbendazole",1
"fenofibrate",1
"galidesivir",1
"glycine",1
"haloperidol",1
"idebenone",1
"indium",1
"kava",1
"levocarnitine",1
"lopinavir",1
"magnesium chloride",1
"magnesium citrate",1
"magnesium sulfate",1
"metformin",1
"methotrexate",1
"modafinil",1
"naloxone",1
"neodymium",1
"niclosamide",1
"nystatin",1
"oseltamivir",1
"oxycodone",1
"oxymetazoline",1
"paricalcitol",1
"phenylalanine",1
"prednisolone",1
"proline",1
"propofol",1
"riboflavin",1
"ritonavir",1
"ronnel",1
"sacubitril",1
"saroglitazar",1
"sertraline",1
"sumatriptan",1
"tacalcitol",1
"topotecan",1
"valsartan",1
"vanadium",1
