"Drug","02-16-2021"
"ivermectin",3501
"azithromycin",142
"ivabradine",119
"hydroxychloroquine",117
"calcifediol",113
"chloroquine",104
"favipiravir",65
"quercetin",46
"remdesivir",42
"leronlimab",39
"doxycycline",38
"colchicine",36
"dexamethasone",30
"methadone",26
"bromhexine",22
"riboflavin",21
"fentanyl",20
"ibuprofen",17
"acetaminophen",16
"lopinavir",16
"methotrexate",16
"ambroxol",15
"montelukast",12
"aviptadil",11
"niacin",11
"penicillin",10
"spironolactone",10
"famotidine",9
"ketamine",9
"mifepristone",9
"quinine",9
"salbutamol",9
"simvastatin",9
"thalidomide",9
"budesonide",8
"fluvoxamine",8
"ritonavir",8
"buprenorphine",7
"artesunate",6
"estradiol",6
"glyphosate",6
"pyronaridine",6
"talopram",6
"bucillamine",5
"chlorine dioxide",5
"cysteine",5
"dutasteride",5
"niclosamide",5
"amodiaquine",4
"arecoline",4
"metformin",4
"methylprednisolone",4
"potassium",4
"prednisone",4
"propofol",4
"acetylcholine",3
"actemra",3
"alvelestat",3
"artemisinin",3
"camostat",3
"cholecalciferol",3
"dopamine",3
"glutathione",3
"hypochlorous",3
"raloxifene",3
"sarilumab",3
"siltuximab",3
"tempol",3
"vincristine",3
"astaxanthin",2
"berberine",2
"codeine",2
"enzalutamide",2
"forskolin",2
"fostamatinib",2
"ganglioside",2
"loratadine",2
"mefloquine",2
"nitazoxanide",2
"olanzapine",2
"prednisolone",2
"risperidone",2
"ronnel",2
"acetylcysteine",1
"albendazole",1
"amantadine",1
"amoxicillin",1
"antipain",1
"apixaban",1
"apremilast",1
"baricitinib",1
"beclometasone",1
"bedaquiline",1
"boron",1
"cadmium",1
"cantharidin",1
"carnosine",1
"cefepime",1
"chlorophyll a",1
"choline",1
"clopidogrel",1
"cordycepin",1
"curcumin",1
"cyclosporine",1
"delamanid",1
"ephedrine",1
"epigallocatechin",1
"epinephrine",1
"eprinomectin",1
"erdosteine",1
"fluoxetine",1
"folic",1
"formaldehyde",1
"furosemide",1
"halothane",1
"hydrocortisone",1
"imatinib",1
"levodopa",1
"levofloxacin",1
"losartan",1
"masitinib",1
"mipsagargin",1
"mmda",1
"molybdenum",1
"moxidectin",1
"nelfinavir",1
"nicotinamide",1
"nitrous oxide",1
"nitrous-oxide",1
"oleandrin",1
"paclitaxel",1
"paraoxon",1
"peramivir",1
"pg-9",1
"phosphorus",1
"plitidepsin",1
"potassium chloride",1
"rhein",1
"ribavirin",1
"rivaroxaban",1
"rutin",1
"s-23",1
"selamectin",1
"semaglutide",1
"sodium hydroxide",1
"streptomycin",1
"tacrolimus",1
"thapsigargin",1
"toluene",1
"trilaciclib",1
"vancomycin",1
