"Drug","07-24-2022"
"ivermectin",721
"fentanyl",54
"hydroxychloroquine",52
"quercetin",32
"scopolamine",28
"vincristine",19
"thalidomide",15
"potassium chloride",9
"budesonide",8
"dexamethasone",8
"ibuprofen",8
"ketamine",8
"methotrexate",8
"acetaminophen",7
"chloroquine",7
"imatinib",7
"artesunate",6
"plitidepsin",6
"prednisone",6
"cannabidiol",5
"fluvoxamine",5
"dopamine",4
"doxepin",4
"doxycycline",4
"midazolam",4
"ritonavir",4
"azithromycin",3
"calcifediol",3
"famotidine",3
"fructose",3
"methadone",3
"metoprolol",3
"niacin",3
"quinine",3
"tromethamine",3
"acyclovir",2
"albendazole",2
"allopurinol",2
"chlorhexidine",2
"diphenhydramine",2
"formaldehyde",2
"hydrocortisone",2
"metformin",2
"modafinil",2
"naltrexone",2
"propofol",2
"propranolol",2
"resveratrol",2
"salbutamol",2
"tadalafil",2
"thiamine",2
"urea",2
"activated charcoal",1
"apixaban",1
"arginine",1
"aspartame",1
"azelastine",1
"biotin",1
"boron",1
"calcitriol",1
"cetirizine",1
"cholecalciferol",1
"codeine",1
"creatine",1
"cysteine",1
"cystine",1
"datp",1
"dexmedetomidine",1
"dextromethorphan",1
"diazepam",1
"donepezil",1
"fenofibrate",1
"glutathione",1
"glyphosate",1
"guaifenesin",1
"icosapent",1
"icosapent ethyl",1
"lorazepam",1
"maraviroc",1
"methylphenidate",1
"metoclopramide",1
"minocycline",1
"mmda",1
"montelukast",1
"naproxen",1
"nicotinamide",1
"nortriptyline",1
"phenol",1
"prednisolone",1
"progesterone",1
"ramipril",1
"riboflavin",1
"s-23",1
"sertraline",1
"spermidine",1
"suramin",1
"talopram",1
"tobramycin",1
"trazodone",1
"uridine",1
