"Drug","09-30-2022"
"ivermectin",339
"hydroxychloroquine",303
"fentanyl",223
"ibuprofen",13
"doxycycline",8
"progesterone",8
"quercetin",8
"nitroglycerin",7
"ritonavir",7
"thalidomide",7
"colchicine",6
"methotrexate",6
"naltrexone",6
"ciclesonide",5
"fluvoxamine",5
"ketamine",5
"methadone",5
"midazolam",5
"proline",5
"apabetalone",4
"buprenorphine",4
"chloroquine",4
"prednisone",4
"adenosine",3
"alanine",3
"cannabidiol",3
"codeine",3
"dextromethorphan",3
"glutathione",3
"maraviroc",3
"misoprostol",3
"oxycodone",3
"warfarin",3
"apixaban",2
"azithromycin",2
"cetylpyridinium",2
"chlorpromazine",2
"curcumin",2
"dexamethasone",2
"dolutegravir",2
"dopamine",2
"etoricoxib",2
"flurbiprofen",2
"formaldehyde",2
"metformin",2
"mmda",2
"prednisolone",2
"tofacitinib",2
"acetaminophen",1
"aldosterone",1
"amantadine",1
"amitriptyline",1
"amlodipine",1
"amoxicillin",1
"amphetamine",1
"artesunate",1
"aspartame",1
"atorvastatin",1
"baricitinib",1
"biotin",1
"bradykinin",1
"budesonide",1
"cetirizine",1
"chlorhexidine",1
"clopidogrel",1
"creatine",1
"dihydrocodeine",1
"epinephrine",1
"famotidine",1
"gabapentin",1
"glyphosate",1
"guaifenesin",1
"imatinib",1
"inosine",1
"ivabradine",1
"l-lysine",1
"lamotrigine",1
"lidocaine",1
"lorazepam",1
"manganese",1
"mefloquine",1
"memantine",1
"midodrine",1
"naproxen",1
"niacin",1
"nitrous oxide",1
"pizotifen",1
"propranolol",1
"rizatriptan",1
"rofecoxib",1
"rupatadine",1
"talopram",1
"thiamine",1
"thimerosal",1
"topiramate",1
"urea",1
"vincristine",1
