"Drug","12-11-2020"
"remdesivir",1521
"ivermectin",1359
"azithromycin",301
"baricitinib",156
"dexamethasone",67
"quercetin",54
"doxycycline",48
"leronlimab",43
"chloroquine",41
"lopinavir",39
"thalidomide",38
"aviptadil",31
"fentanyl",29
"squalene",26
"ibuprofen",25
"prednisolone",21
"penicillin",20
"favipiravir",19
"triptorelin",16
"buprenorphine",15
"metformin",14
"hydroxychloroquine",12
"chlorine dioxide",11
"dopamine",11
"cannabidiol",10
"quinine",8
"cholecalciferol",7
"ifenprodil",7
"methadone",7
"s-23",7
"budesonide",6
"camostat",6
"glyphosate",6
"ketamine",6
"naproxcinod",6
"talopram",6
"colchicine",5
"pacritinib",5
"prednisone",5
"clarithromycin",4
"cysteine",4
"epinephrine",4
"estradiol",4
"fluvoxamine",4
"fructose",4
"glycine",4
"oleandrin",4
"potassium",4
"astaxanthin",3
"codeine",3
"formaldehyde",3
"ibrutinib",3
"naloxone",3
"niacin",3
"oseltamivir",3
"propofol",3
"pyronaridine",3
"ritonavir",3
"amiodarone",2
"amoxicillin",2
"baloxavir marboxil",2
"baloxavir-marboxil",2
"bradykinin",2
"bucillamine",2
"cafedrine",2
"epoprostenol",2
"hydrocortisone",2
"hydroquinone",2
"icosapent",2
"icosapent ethyl",2
"montelukast",2
"naltrexone",2
"phosphorus",2
"quinacrine",2
"rhein",2
"riboflavin",2
"ronnel",2
"salbutamol",2
"sildenafil",2
"spironolactone",2
"tilorone",2
"vardenafil",2
"warfarin",2
"abivertinib",1
"acetaminophen",1
"actemra",1
"activated charcoal",1
"allicin",1
"anagrelide",1
"andrographolide",1
"antipain",1
"artesunate",1
"benzodiazepine",1
"betamethasone",1
"bromhexine",1
"cadmium",1
"cc-401",1
"chlorhexidine",1
"chromium",1
"clofazimine",1
"clopidogrel",1
"curcumin",1
"cyanocobalamin",1
"cyclophosphamide",1
"cyclosporine",1
"dantrolene",1
"diclofenac",1
"docetaxel",1
"emetine",1
"ephedrine",1
"famotidine",1
"fenbendazole",1
"fenofibrate",1
"flavone",1
"fluoxetine",1
"forskolin",1
"fostamatinib",1
"glutathione",1
"guanosine",1
"hydrocodone",1
"hypochlorous",1
"indole",1
"l-lysine",1
"labetolol",1
"latanoprost",1
"levodopa",1
"mefloquine",1
"megestrol",1
"megestrol acetate",1
"mephedrone",1
"metoprolol",1
"minoxidil",1
"mirin",1
"natamycin",1
"niclosamide",1
"nicotinamide",1
"nitrofurantoin",1
"omeprazole",1
"oxycodone",1
"paraoxon",1
"phenol",1
"propranolol",1
"ru85053",1
"sorbitol",1
"strychnine",1
"tafenoquine",1
"tenidap",1
"tetracycline",1
"thimerosal",1
"thymol",1
"titanium dioxide",1
"tyrosine",1
