"Drug","04-09-2022"
"ivermectin",561
"fluvoxamine",191
"midazolam",148
"dexamethasone",53
"fentanyl",51
"hydroxychloroquine",40
"famotidine",37
"quercetin",27
"niacin",24
"budesonide",18
"ritonavir",18
"vincristine",12
"biotin",11
"ibuprofen",10
"methadone",10
"azithromycin",9
"ketamine",9
"omeprazole",9
"amphotericin b",8
"posaconazole",8
"codeine",7
"metformin",6
"prednisone",6
"aviptadil",5
"chloroquine",5
"glutathione",4
"maraviroc",4
"sertraline",4
"thalidomide",4
"tramadol",4
"acetaminophen",3
"arginine",3
"celecoxib",3
"clopidogrel",3
"colchicine",3
"dopamine",3
"doxycycline",3
"fluoxetine",3
"larazotide",3
"methionine",3
"pravastatin",3
"thiamine",3
"acetylcholine",2
"amoxicillin",2
"apixaban",2
"cetirizine",2
"chlorhexidine",2
"deferoxamine",2
"fenofibrate",2
"glyphosate",2
"imatinib",2
"imiquimod",2
"levofloxacin",2
"prednisolone",2
"propofol",2
"pseudoephedrine",2
"theophylline",2
"urea",2
"uridine",2
"acetylcysteine",1
"ambroxol",1
"atorvastatin",1
"benzonatate",1
"chlorpromazine",1
"ciprofloxacin",1
"clonazepam",1
"clonidine",1
"clozapine",1
"cpad",1
"cysteine",1
"diphenhydramine",1
"dutasteride",1
"ephedrine",1
"everolimus",1
"finasteride",1
"gentamicin",1
"inulin",1
"lamotrigine",1
"lisinopril",1
"megestrol acetate",1
"meropenem",1
"methotrexate",1
"modafinil",1
"montelukast",1
"naloxone",1
"naltrexone",1
"naproxen",1
"niclosamide",1
"nicotinamide",1
"nitrofurantoin",1
"pantoprazole",1
"quetiapine",1
"quinine",1
"rizatriptan",1
"rosuvastatin",1
"s-23",1
"sirolimus",1
"spironolactone",1
"sulfasalazine",1
"suramin",1
"tacrolimus",1
"tryptophan",1
"valganciclovir",1
"vildagliptin",1
