"Drug","08-13-2021"
"remdesivir",5867
"ivermectin",4618
"hydroxychloroquine",492
"midazolam",197
"warfarin",165
"artesunate",164
"fluvoxamine",157
"ibuprofen",118
"pyronaridine",72
"methadone",63
"thalidomide",57
"quercetin",54
"azithromycin",52
"niacin",52
"imatinib",36
"budesonide",32
"oxymetazoline",31
"dexamethasone",25
"cannabidiol",23
"ketamine",23
"doxycycline",22
"leronlimab",22
"chloroquine",19
"prednisone",15
"favipiravir",14
"berberine",13
"fostamatinib",13
"glutathione",13
"penicillin",13
"tempol",13
"dopamine",11
"fenofibrate",11
"fentanyl",11
"ambroxol",10
"astaxanthin",10
"nitazoxanide",10
"tryptophan",10
"curcumin",9
"ciclesonide",8
"baricitinib",7
"bromhexine",7
"colchicine",7
"lopinavir",7
"actemra",6
"cetylpyridinium",6
"estradiol",6
"naloxone",6
"potassium",6
"ritonavir",6
"suramin",6
"taurine",6
"acetaminophen",5
"mmda",5
"retinol",5
"azathioprine",4
"codeine",4
"dobutamine",4
"formaldehyde",4
"fructose",4
"methotrexate",4
"montelukast",4
"nafamostat",4
"nifuroxazide",4
"omeprazole",4
"thiamine",4
"tofacitinib",4
"alanine",3
"artemisinin",3
"atorvastatin",3
"azelastine",3
"chlorine dioxide",3
"disulfiram",3
"epoprostenol",3
"milrinone",3
"naproxen",3
"palbociclib",3
"quinine",3
"sulfasalazine",3
"amphetamine",2
"aviptadil",2
"bradykinin",2
"celecoxib",2
"cyclosporine",2
"cyproheptadine",2
"diclofenac",2
"emodin",2
"famotidine",2
"folic",2
"glyphosate",2
"indomethacin",2
"l-glutamine",2
"metformin",2
"prednisolone",2
"ramatroban",2
"resveratrol",2
"s-23",2
"sarilumab",2
"tramadol",2
"vanadium",2
"aldosterone",1
"amphotericin b",1
"andrographolide",1
"angiotensin ii",1
"antipain",1
"arginine",1
"bacitracin",1
"beclometasone",1
"biotin",1
"buprenorphine",1
"bv4",1
"cadmium",1
"capmatinib",1
"carnosine",1
"choline",1
"chromium",1
"clonazepam",1
"creatinine",1
"dapagliflozin",1
"diazepam",1
"dimethyl fumarate",1
"diphenhydramine",1
"dutasteride",1
"empagliflozin",1
"enzalutamide",1
"epigallocatechin",1
"esomeprazole",1
"etoricoxib",1
"finasteride",1
"fludrocortisone",1
"gadolinium",1
"glycine",1
"indole",1
"kava",1
"letrozole",1
"lidocaine",1
"loratadine",1
"magnesium sulfate",1
"maraviroc",1
"mebendazole",1
"mefloquine",1
"megestrol",1
"megestrol acetate",1
"memantine",1
"metandienone",1
"minocycline",1
"niclosamide",1
"nitrite",1
"oleandrin",1
"oseltamivir",1
"phosphocreatine",1
"pimavanserin",1
"piperine",1
"potassium chloride",1
"ribavirin",1
"roxadustat",1
"sertraline",1
"siltuximab",1
"tamoxifen",1
"theobromine",1
"titanium dioxide",1
"trazodone",1
"triclosan",1
"urea",1
