"Drug","03-01-2021"
"ivermectin",1945
"hydroxychloroquine",496
"azithromycin",296
"ibuprofen",237
"omeprazole",202
"quercetin",76
"remdesivir",64
"chloroquine",61
"mmda",53
"clarithromycin",31
"dexamethasone",31
"acetaminophen",29
"leronlimab",28
"doxycycline",26
"budesonide",21
"fentanyl",19
"risdiplam",17
"fluvoxamine",16
"thalidomide",14
"niacin",13
"calcifediol",12
"colchicine",11
"glyphosate",11
"prednisone",11
"fructose",9
"penicillin",9
"berberine",8
"chlorhexidine",8
"plitidepsin",8
"vincristine",7
"buprenorphine",6
"cyproheptadine",6
"dopamine",6
"epinephrine",6
"estradiol",6
"famotidine",6
"progesterone",6
"methadone",5
"sarilumab",5
"warfarin",5
"aviptadil",4
"bromhexine",4
"ebselen",4
"favipiravir",4
"talopram",4
"astaxanthin",3
"baricitinib",3
"creatine",3
"curcumin",3
"ketamine",3
"methotrexate",3
"niclosamide",3
"nitazoxanide",3
"s-23",3
"thimerosal",3
"withaferin-a",3
"actemra",2
"amoxicillin",2
"arginine",2
"bepridil",2
"diazepam",2
"eugenol",2
"finasteride",2
"fluoxetine",2
"indole",2
"isoquercetin",2
"mifepristone",2
"naproxen",2
"potassium",2
"proline",2
"pterostilbene",2
"quinine",2
"ribavirin",2
"vancomycin",2
"abivertinib",1
"acyclovir",1
"alvelestat",1
"amantadine",1
"ambroxol",1
"ampicillin",1
"anandamide",1
"angiotensin ii",1
"aniline",1
"antipain",1
"arecoline",1
"atropine",1
"boceprevir",1
"bucillamine",1
"cabazitaxel",1
"chlorine dioxide",1
"cilostazol",1
"cinnamaldehyde",1
"citrulline",1
"clopidogrel",1
"cobicistat",1
"crocin",1
"cyclophosphamide",1
"dabigatran",1
"dapagliflozin",1
"darunavir",1
"diethylstilbestrol",1
"diltiazem",1
"dutasteride",1
"ehna",1
"erythromycin",1
"escitalopram",1
"formaldehyde",1
"forskolin",1
"glutathione",1
"hydrocodone",1
"ifenprodil",1
"l-lysine",1
"lamotrigine",1
"leflunomide",1
"levodopa",1
"lisinopril",1
"lopinavir",1
"loratadine",1
"malic",1
"mannose",1
"mefloquine",1
"methylprednisolone",1
"metoprolol",1
"mometasone",1
"naloxone",1
"nicotinamide",1
"oleandrin",1
"oxycodone",1
"paroxetine",1
"perampanel",1
"potassium chloride",1
"raloxifene",1
"retinol",1
"rifampicin",1
"risperidone",1
"ritonavir",1
"semaglutide",1
"sertraline",1
"somatostatin",1
"sorbitan",1
"sorbitol",1
"spironolactone",1
"tetracycline",1
"theophylline",1
"thiamine",1
"titanium dioxide",1
"tramadol",1
"tryptophan",1
