"Drug","10-16-2021"
"ivermectin",5123
"remdesivir",607
"hydroxychloroquine",311
"chloroquine",272
"curcumin",120
"budesonide",115
"quercetin",49
"fentanyl",40
"artemisinin",37
"fluvoxamine",27
"metformin",27
"glutathione",25
"midazolam",25
"bucillamine",24
"penicillin",21
"histidine",20
"tyrosine",19
"glyphosate",15
"ibuprofen",15
"phthalocyanine",15
"potassium",14
"arginine",13
"azithromycin",13
"leronlimab",13
"calcifediol",11
"ketamine",11
"calcitriol",10
"dexamethasone",10
"talopram",10
"doxycycline",9
"prednisone",9
"vincristine",9
"fructose",8
"niacin",8
"quinine",7
"tempol",7
"baricitinib",6
"famotidine",6
"favipiravir",6
"thalidomide",5
"amphotericin b",4
"artesunate",4
"codeine",4
"colchicine",4
"fenofibrate",4
"masitinib",4
"montelukast",4
"niclosamide",4
"ondansetron",4
"acetylcysteine",3
"amoxicillin",3
"atorvastatin",3
"berberine",3
"cannabidiol",3
"cysteine",3
"disulfiram",3
"dopamine",3
"fostamatinib",3
"methotrexate",3
"metronidazole",3
"potassium chloride",3
"prednisolone",3
"s-23",3
"acetaminophen",2
"aviptadil",2
"bimatoprost",2
"bradykinin",2
"cephalexin",2
"chlorhexidine",2
"clindamycin",2
"digitoxin",2
"estradiol",2
"fisetin",2
"liothyronine",2
"mmda",2
"proline",2
"propiolactone",2
"propofol",2
"tetracycline",2
"vancomycin",2
"acetylcholine",1
"acyclovir",1
"alanine",1
"aldosterone",1
"amantadine",1
"anandamide",1
"antipain",1
"artemether",1
"cadmium",1
"chlorambucil",1
"clarithromycin",1
"clopidogrel",1
"creatinine",1
"cytidine",1
"dapsone",1
"dasatinib",1
"diclofenac",1
"drospirenone",1
"epinephrine",1
"erythromycin",1
"fenbendazole",1
"fluoxetine",1
"fluticasone",1
"folic",1
"formaldehyde",1
"gadolinium",1
"ganglioside",1
"glycine",1
"guanine",1
"hypochlorous",1
"iodide",1
"levothyroxine",1
"lorazepam",1
"losartan",1
"lumefantrine",1
"maraviroc",1
"mefloquine",1
"megestrol",1
"megestrol acetate",1
"meropenem",1
"methadone",1
"methylprednisolone",1
"metoprolol",1
"midodrine",1
"minocycline",1
"naproxen",1
"navitoclax",1
"omeprazole",1
"permethrin",1
"phosphocreatine",1
"progesterone",1
"promethazine",1
"pyrantel",1
"pyronaridine",1
"ramipril",1
"ranitidine",1
"rebamipide",1
"resveratrol",1
"retinol",1
"riboflavin",1
"sodium ascorbate",1
"sorbitol",1
"strychnine",1
"thiamine",1
"thimerosal",1
"tramadol",1
"upadacitinib",1
"urea",1
"varenicline",1
"warfarin",1
