"Drug","01-02-2023"
"ivermectin",3747
"hydroxychloroquine",224
"quercetin",93
"fentanyl",85
"amoxicillin",68
"curcumin",65
"chloroquine",31
"dexamethasone",28
"fluvoxamine",27
"ibuprofen",24
"metformin",23
"midazolam",22
"azithromycin",19
"metoprolol",19
"ritonavir",13
"prednisone",10
"cysteine",7
"acetaminophen",6
"glutathione",6
"guanfacine",6
"quinine",6
"vincristine",6
"chlorine dioxide",5
"gabapentin",5
"aviptadil",4
"bucillamine",4
"thalidomide",4
"apixaban",3
"artemisinin",3
"cannabidiol",3
"clemastine",3
"glyphosate",3
"naltrexone",3
"niacin",3
"arginine",2
"budesonide",2
"famotidine",2
"formaldehyde",2
"ivabradine",2
"montmorillonite",2
"moxidectin",2
"praziquantel",2
"progesterone",2
"pyrithione",2
"talopram",2
"thiamine",2
"uracil",2
"acetazolamide",1
"adenine",1
"alanine",1
"aldosterone",1
"allicin",1
"alvelestat",1
"amitriptyline",1
"auranofin",1
"beta carotene",1
"biotin",1
"boron",1
"brexpiprazole",1
"ceftriaxone",1
"cerivastatin",1
"cetirizine",1
"chlorhexidine",1
"chromium",1
"codeine",1
"delamanid",1
"dopamine",1
"doxycycline",1
"duloxetine",1
"erythromycin",1
"fenbendazole",1
"fluoxetine",1
"fructose",1
"glycine",1
"isotretinoin",1
"itraconazole",1
"ketamine",1
"ketoprofen",1
"ketotifen",1
"manganese",1
"mebendazole",1
"meropenem",1
"methotrexate",1
"methylphenidate",1
"methylprednisolone",1
"mibefradil",1
"minocycline",1
"naloxone",1
"naproxen",1
"nicotinamide",1
"norepinephrine",1
"norfloxacin",1
"omeprazole",1
"pancuronium",1
"phenylephrine",1
"potassium chloride",1
"pravastatin",1
"pregabalin",1
"proline",1
"promethazine",1
"pseudoephedrine",1
"pyridoxine",1
"resveratrol",1
"retapamulin",1
"ribavirin",1
"riboflavin",1
"s-23",1
"salbutamol",1
"streptomycin",1
"taurine",1
"thimerosal",1
"thiopental",1
"thiram",1
"trehalose",1
"warfarin",1
"zidovudine",1
