"Drug","10-25-2022"
"ivermectin",1057
"hydroxychloroquine",182
"fentanyl",137
"dexamethasone",131
"creatine",45
"quercetin",25
"niacin",23
"glutathione",16
"midazolam",11
"ibuprofen",9
"chloroquine",8
"prednisone",7
"ketamine",6
"naltrexone",6
"talopram",6
"arginine",5
"creatinine",5
"glyphosate",4
"quinine",4
"ritonavir",4
"suramin",4
"thalidomide",4
"chlorine dioxide",3
"cladribine",3
"colchicine",3
"curcumin",3
"famotidine",3
"favipiravir",3
"fluvoxamine",3
"hydroxyurea",3
"mefloquine",3
"rivaroxaban",3
"budesonide",2
"dopamine",2
"doxycycline",2
"forodesine",2
"levodopa",2
"lidocaine",2
"methotrexate",2
"nitazoxanide",2
"riboprine",2
"tofacitinib",2
"trehalose",2
"vincristine",2
"adenosine",1
"alanine",1
"aluminum hydroxide",1
"alvelestat",1
"astaxanthin",1
"atenolol",1
"azathioprine",1
"azelastine",1
"azithromycin",1
"baricitinib",1
"benzonatate",1
"berberine",1
"biotin",1
"buprenorphine",1
"camphor",1
"clarithromycin",1
"cyanocobalamin",1
"cysteine",1
"dapsone",1
"epigallocatechin",1
"fluconazole",1
"fluoxetine",1
"fluphenazine",1
"galactose",1
"guaifenesin",1
"imatinib",1
"indomethacin",1
"inulin",1
"iodide",1
"levothyroxine",1
"lopinavir",1
"loratadine",1
"metformin",1
"methadone",1
"midodrine",1
"minoxidil",1
"niclosamide",1
"potassium iodide",1
"proline",1
"pyridoxine",1
"ranitidine",1
"salbutamol",1
"spironolactone",1
"squalene",1
"streptomycin",1
"sulforaphane",1
"tramadol",1
"tryptophan",1
"tucatinib",1
"warfarin",1
