"Drug","01-24-2021"
"ivermectin",2551
"colchicine",1527
"epinephrine",1051
"azithromycin",408
"doxycycline",299
"dexamethasone",291
"piperacillin",272
"hydroxychloroquine",132
"oleandrin",105
"chloroquine",83
"ibuprofen",81
"remdesivir",69
"quercetin",44
"leronlimab",20
"talopram",20
"amlodipine",17
"thalidomide",17
"aviptadil",14
"metformin",14
"quinine",13
"vincristine",13
"fentanyl",11
"famotidine",10
"fluvoxamine",10
"favipiravir",9
"propiolactone",8
"lopinavir",7
"ritonavir",7
"dopamine",6
"ketamine",6
"montelukast",6
"penicillin",6
"prednisone",6
"budesonide",5
"calcifediol",5
"acetaminophen",4
"baricitinib",4
"cannabidiol",4
"capsaicin",4
"catechin",4
"diclofenac",4
"fenbendazole",4
"formaldehyde",4
"methotrexate",4
"niacin",4
"nitazoxanide",4
"s-23",4
"chlorine dioxide",3
"codeine",3
"glutathione",3
"ifenprodil",3
"indomethacin",3
"phenylbutazone",3
"riboflavin",3
"spironolactone",3
"tempol",3
"amantadine",2
"asparagine",2
"atropine",2
"bromhexine",2
"bucillamine",2
"cholecalciferol",2
"cyproheptadine",2
"cysteine",2
"dipyridamole",2
"glycine",2
"hydroxyurea",2
"isoquercetin",2
"lidocaine",2
"lorazepam",2
"maraviroc",2
"meloxicam",2
"modafinil",2
"naltrexone",2
"niclosamide",2
"potassium",2
"regorafenib",2
"sarilumab",2
"streptomycin",2
"thiamine",2
"valine",2
"warfarin",2
"abivertinib",1
"acetylcholine",1
"ag-99",1
"albendazole",1
"alisporivir",1
"ambroxol",1
"amiodarone",1
"amodiaquine",1
"amoxicillin",1
"anandamide",1
"apixaban",1
"artemether",1
"artemisinin",1
"aspartame",1
"astaxanthin",1
"atorvastatin",1
"azelastine",1
"beta carotene",1
"biotin",1
"cabotegravir",1
"calcitriol",1
"camostat",1
"cefpodoxime",1
"ceftriaxone",1
"cetirizine",1
"cetylpyridinium",1
"chromium",1
"citalopram",1
"citicoline",1
"clobetasol",1
"clonazepam",1
"dabigatran",1
"deflazacort",1
"edoxaban",1
"ephedrine",1
"esmolol",1
"estradiol",1
"etoposide",1
"etoricoxib",1
"fenofibrate",1
"fluoxetine",1
"fluticasone",1
"folic",1
"fructose",1
"galidesivir",1
"glyphosate",1
"griseofulvin",1
"hydrocodone",1
"hydrocortisone",1
"hypochlorous",1
"imodium",1
"ipratropium",1
"l-lysine",1
"levodopa",1
"lumefantrine",1
"mefloquine",1
"mifepristone",1
"mirin",1
"nandrolone",1
"naproxen",1
"nitroglycerin",1
"norepinephrine",1
"nystatin",1
"oseltamivir",1
"pentobarbital",1
"permethrin",1
"prednisolone",1
"promethazine",1
"retinol",1
"rhein",1
"ribose",1
"rilpivirine",1
"rivaroxaban",1
"rubidium",1
"sodium hydroxide",1
"stannous fluoride",1
"tamoxifen",1
"temozolomide",1
"tenofovir",1
"terbinafine",1
"thymol",1
"titanium dioxide",1
"tofacitinib",1
"tramadol",1
"tyrosine",1
"uracil",1
"vadadustat",1
"vanadium",1
